Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
8/3/2024,KH-0628,P-044,33360000,22240000
8/3/2024,KH-0011,P-267,5280000,3520000
8/3/2024,KH-0686,P-219,270900000,180600000
8/3/2024,KH-0541,P-487,38700000,25800000
8/3/2024,KH-0605,P-036,17850000,11900000
8/3/2024,KH-0499,P-240,50220000,33480000
8/3/2024,KH-0375,P-503,115650000,77100000
8/3/2024,KH-0638,P-789,10440000,6960000
8/3/2024,KH-0235,P-430,55545000,37030000
8/4/2024,KH-0774,P-304,1650000,1100000
8/4/2024,KH-0717,P-453,79080000,52720000
8/4/2024,KH-0102,P-561,76140000,50760000
8/4/2024,KH-0757,P-547,2205000,1470000
8/4/2024,KH-0691,P-508,10935000,7290000
8/4/2024,KH-0555,P-775,900000,600000
8/4/2024,KH-0413,P-060,1185000,790000
8/4/2024,KH-0065,P-133,11460000,7640000
8/4/2024,KH-0544,P-277,72975000,48650000
8/4/2024,KH-0322,P-638,28125000,18750000
8/4/2024,KH-0618,P-496,120900000,80600000
8/4/2024,KH-0110,P-789,23490000,15660000
8/4/2024,KH-0012,P-460,9675000,6450000
8/4/2024,KH-0634,P-294,150000,100000
8/4/2024,KH-0427,P-646,150000,100000
8/4/2024,KH-0382,P-779,3150000,2100000
8/4/2024,KH-0168,P-617,36990000,24660000
8/4/2024,KH-0436,P-311,3075000,2050000
8/4/2024,KH-0005,P-365,23280000,15520000
8/4/2024,KH-0418,P-250,324450000,216300000
8/4/2024,KH-0215,P-532,5850000,3900000
8/4/2024,KH-0694,P-756,133425000,88950000
8/4/2024,KH-0589,P-533,7665000,5110000
8/4/2024,KH-0287,P-224,8010000,5340000
8/4/2024,KH-0288,P-692,1950000,1300000
8/4/2024,KH-0754,P-548,155115000,103410000
8/4/2024,KH-0741,P-784,3360000,2240000
8/4/2024,KH-0549,P-592,2160000,1440000
8/4/2024,KH-0616,P-092,80280000,53520000
8/4/2024,KH-0369,P-273,55800000,37200000
8/4/2024,KH-0680,P-222,140490000,93660000
8/5/2024,KH-0555,P-599,11700000,7800000
8/5/2024,KH-0552,P-013,21735000,14490000
8/5/2024,KH-0092,P-049,55020000,36680000
8/5/2024,KH-0588,P-491,1368960000,912640000
8/5/2024,KH-0038,P-659,1796670000,1197780000
8/5/2024,KH-0640,P-671,1755000,1170000
8/5/2024,KH-0783,P-561,50760000,33840000
8/5/2024,KH-0293,P-643,4680000,3120000
8/5/2024,KH-0303,P-516,52725000,35150000
8/5/2024,KH-0572,P-285,12900000,8600000
8/5/2024,KH-0386,P-250,463500000,309000000
8/5/2024,KH-0216,P-713,1680000,1120000
8/5/2024,KH-0022,P-138,476850000,317900000
8/5/2024,KH-0784,P-041,4440000,2960000
8/5/2024,KH-0771,P-706,29760000,19840000
8/5/2024,KH-0199,P-105,81360000,54240000
8/5/2024,KH-0126,P-373,42450000,28300000
8/5/2024,KH-0637,P-593,23520000,15680000
8/5/2024,KH-0383,P-614,134460000,89640000
8/5/2024,KH-0125,P-362,4935000,3290000
8/5/2024,KH-0362,P-138,143055000,95370000
8/5/2024,KH-0333,P-350,133035000,88690000
8/5/2024,KH-0261,P-569,2550000,1700000
8/6/2024,KH-0510,P-336,34740000,23160000
8/6/2024,KH-0429,P-073,88155000,58770000
8/6/2024,KH-0668,P-742,5805000,3870000
8/6/2024,KH-0439,P-055,14070000,9380000
8/6/2024,KH-0496,P-277,102165000,68110000
8/6/2024,KH-0740,P-777,2550000,1700000
8/6/2024,KH-0226,P-625,57600000,38400000
8/6/2024,KH-0445,P-430,79350000,52900000
8/6/2024,KH-0382,P-514,588360000,392240000
8/6/2024,KH-0761,P-363,279990000,186660000
8/6/2024,KH-0057,P-425,54600000,36400000
8/6/2024,KH-0101,P-338,152565000,101710000
8/6/2024,KH-0618,P-328,1200000,800000
8/6/2024,KH-0689,P-397,10050000,6700000
8/6/2024,KH-0238,P-284,30825000,20550000
8/6/2024,KH-0145,P-185,27300000,18200000
8/6/2024,KH-0400,P-268,121350000,80900000
8/6/2024,KH-0146,P-091,13050000,8700000
8/6/2024,KH-0267,P-758,121800000,81200000
8/6/2024,KH-0078,P-101,3780000,2520000
8/6/2024,KH-0051,P-172,23265000,15510000
8/6/2024,KH-0617,P-721,630000,420000
8/6/2024,KH-0434,P-152,2500950000,1667300000
8/6/2024,KH-0677,P-483,21450000,14300000
8/6/2024,KH-0689,P-273,5580000,3720000
8/6/2024,KH-0600,P-577,93450000,62300000
8/6/2024,KH-0036,P-133,5730000,3820000
8/6/2024,KH-0636,P-178,237225000,158150000
8/6/2024,KH-0461,P-435,87480000,58320000
8/6/2024,KH-0526,P-748,83910000,55940000
8/6/2024,KH-0150,P-143,61650000,41100000
8/6/2024,KH-0764,P-710,22815000,15210000
8/6/2024,KH-0026,P-334,8010000,5340000
8/7/2024,KH-0499,P-310,11040000,7360000
8/7/2024,KH-0547,P-367,435240000,290160000
8/7/2024,KH-0059,P-718,9360000,6240000
8/7/2024,KH-0159,P-073,68565000,45710000
8/7/2024,KH-0188,P-668,13050000,8700000
8/7/2024,KH-0070,P-155,997125000,664750000
8/7/2024,KH-0014,P-663,155340000,103560000
8/7/2024,KH-0297,P-045,27375000,18250000
8/7/2024,KH-0010,P-794,8190000,5460000
8/7/2024,KH-0705,P-483,15015000,10010000
8/7/2024,KH-0620,P-731,33240000,22160000
8/7/2024,KH-0094,P-519,163215000,108810000
8/7/2024,KH-0521,P-005,11100000,7400000
8/7/2024,KH-0061,P-554,24480000,16320000
8/7/2024,KH-0239,P-061,3570000,2380000
8/7/2024,KH-0658,P-720,37935000,25290000
8/7/2024,KH-0507,P-274,155400000,103600000
8/7/2024,KH-0011,P-645,11250000,7500000
8/7/2024,KH-0489,P-059,39285000,26190000
8/7/2024,KH-0143,P-556,37050000,24700000
8/7/2024,KH-0354,P-653,12420000,8280000
8/7/2024,KH-0249,P-314,5790000,3860000
8/7/2024,KH-0049,P-644,126000000,84000000
8/7/2024,KH-0571,P-008,35220000,23480000
8/7/2024,KH-0178,P-577,28035000,18690000
8/7/2024,KH-0657,P-099,116400000,77600000
8/7/2024,KH-0553,P-480,13575000,9050000
8/7/2024,KH-0091,P-325,12075000,8050000
8/7/2024,KH-0021,P-533,7665000,5110000
8/8/2024,KH-0026,P-742,3225000,2150000
8/8/2024,KH-0468,P-287,105480000,70320000
8/8/2024,KH-0178,P-335,33630000,22420000
8/8/2024,KH-0657,P-797,40950000,27300000
8/8/2024,KH-0442,P-293,105000,70000
8/8/2024,KH-0462,P-268,218430000,145620000
8/8/2024,KH-0256,P-106,270300000,180200000
8/8/2024,KH-0462,P-059,8730000,5820000
8/8/2024,KH-0572,P-124,141150000,94100000
8/8/2024,KH-0764,P-190,3300000,2200000
8/8/2024,KH-0631,P-144,12585000,8390000
8/8/2024,KH-0730,P-064,10845000,7230000
8/8/2024,KH-0716,P-755,4920000,3280000
8/8/2024,KH-0508,P-678,1425000,950000
8/8/2024,KH-0702,P-782,38175000,25450000
8/8/2024,KH-0241,P-206,1560000,1040000
8/8/2024,KH-0318,P-440,97200000,64800000
8/8/2024,KH-0005,P-600,9135000,6090000
8/8/2024,KH-0320,P-684,3750000,2500000
8/8/2024,KH-0041,P-788,6285000,4190000
8/8/2024,KH-0284,P-061,4080000,2720000
8/8/2024,KH-0488,P-331,459090000,306060000
8/8/2024,KH-0454,P-434,43740000,29160000
8/8/2024,KH-0023,P-385,21375000,14250000
8/8/2024,KH-0027,P-120,29775000,19850000
8/8/2024,KH-0369,P-457,285000,190000
8/8/2024,KH-0432,P-228,1290000,860000
8/8/2024,KH-0075,P-400,2625000,1750000
8/8/2024,KH-0464,P-380,1680000,1120000
8/9/2024,KH-0164,P-357,63480000,42320000
8/9/2024,KH-0410,P-292,3180000,2120000
8/9/2024,KH-0046,P-407,32010000,21340000
8/9/2024,KH-0478,P-715,88695000,59130000
8/9/2024,KH-0780,P-730,18540000,12360000
8/9/2024,KH-0754,P-566,73350000,48900000
8/9/2024,KH-0556,P-561,84600000,56400000
8/9/2024,KH-0470,P-410,16155000,10770000
8/9/2024,KH-0743,P-444,247080000,164720000
8/9/2024,KH-0722,P-044,25020000,16680000
8/9/2024,KH-0580,P-771,240000,160000
8/9/2024,KH-0665,P-411,128250000,85500000
8/9/2024,KH-0575,P-055,18090000,12060000
8/9/2024,KH-0138,P-758,69600000,46400000
8/9/2024,KH-0544,P-228,3225000,2150000
8/9/2024,KH-0762,P-042,12825000,8550000
8/9/2024,KH-0631,P-516,84360000,56240000
8/9/2024,KH-0640,P-771,600000,400000
8/9/2024,KH-0652,P-165,73080000,48720000
8/9/2024,KH-0520,P-676,2025000,1350000
8/9/2024,KH-0732,P-292,7950000,5300000
8/9/2024,KH-0740,P-716,5040000,3360000
8/9/2024,KH-0184,P-211,46440000,30960000
8/9/2024,KH-0265,P-747,7620000,5080000
8/10/2024,KH-0054,P-627,3960000,2640000
8/10/2024,KH-0384,P-769,2760000,1840000
8/10/2024,KH-0631,P-470,136500000,91000000
8/10/2024,KH-0030,P-547,2520000,1680000
8/10/2024,KH-0674,P-722,38850000,25900000
8/10/2024,KH-0290,P-607,28035000,18690000
8/10/2024,KH-0192,P-770,54285000,36190000
8/10/2024,KH-0173,P-603,30720000,20480000
8/10/2024,KH-0565,P-474,7410000,4940000
8/10/2024,KH-0314,P-170,39360000,26240000
8/10/2024,KH-0490,P-322,31050000,20700000
8/10/2024,KH-0044,P-114,17040000,11360000
8/10/2024,KH-0514,P-472,166530000,111020000
8/10/2024,KH-0040,P-244,226950000,151300000
8/10/2024,KH-0410,P-042,8550000,5700000
8/10/2024,KH-0579,P-798,46800000,31200000
8/10/2024,KH-0504,P-347,78840000,52560000
8/10/2024,KH-0714,P-620,10380000,6920000
8/10/2024,KH-0456,P-268,97080000,64720000
8/10/2024,KH-0431,P-759,810000,540000
8/10/2024,KH-0451,P-287,13185000,8790000
8/10/2024,KH-0082,P-076,6900000,4600000
8/10/2024,KH-0291,P-042,38475000,25650000
8/10/2024,KH-0417,P-281,196320000,130880000
8/10/2024,KH-0354,P-559,67590000,45060000
8/10/2024,KH-0543,P-235,223650000,149100000
8/10/2024,KH-0262,P-256,40725000,27150000
8/10/2024,KH-0159,P-612,59280000,39520000
8/10/2024,KH-0639,P-520,89775000,59850000
8/11/2024,KH-0115,P-736,1380000,920000
8/11/2024,KH-0550,P-109,24480000,16320000
8/11/2024,KH-0194,P-763,4275000,2850000
8/11/2024,KH-0274,P-283,712620000,475080000
8/11/2024,KH-0017,P-362,9870000,6580000
8/11/2024,KH-0748,P-436,46200000,30800000
8/11/2024,KH-0209,P-400,1875000,1250000
8/11/2024,KH-0123,P-458,141480000,94320000
8/11/2024,KH-0100,P-641,13950000,9300000
8/11/2024,KH-0030,P-556,14820000,9880000
8/11/2024,KH-0347,P-073,19590000,13060000
8/11/2024,KH-0653,P-443,3225000,2150000
8/11/2024,KH-0318,P-620,51900000,34600000
8/11/2024,KH-0568,P-236,6750000,4500000
8/11/2024,KH-0488,P-391,498750000,332500000
8/11/2024,KH-0016,P-675,1755000,1170000
8/11/2024,KH-0289,P-143,184950000,123300000
8/11/2024,KH-0431,P-578,107325000,71550000
8/11/2024,KH-0617,P-378,5130000,3420000
8/11/2024,KH-0057,P-292,7950000,5300000
8/11/2024,KH-0714,P-151,3422250000,2281500000
8/11/2024,KH-0368,P-751,270000,180000
8/11/2024,KH-0477,P-033,66600000,44400000
8/11/2024,KH-0356,P-096,17700000,11800000
8/11/2024,KH-0130,P-722,7770000,5180000
8/11/2024,KH-0451,P-383,900000,600000
8/11/2024,KH-0048,P-032,68640000,45760000
8/11/2024,KH-0465,P-419,126000000,84000000
8/11/2024,KH-0243,P-159,2395575000,1597050000
8/11/2024,KH-0058,P-736,345000,230000
8/11/2024,KH-0146,P-311,6150000,4100000
8/11/2024,KH-0612,P-279,213480000,142320000
8/12/2024,KH-0147,P-125,66600000,44400000
8/12/2024,KH-0775,P-568,305550000,203700000
8/12/2024,KH-0104,P-248,4935000,3290000
8/12/2024,KH-0332,P-122,22200000,14800000
8/12/2024,KH-0482,P-643,1755000,1170000
8/12/2024,KH-0213,P-111,18015000,12010000
8/12/2024,KH-0326,P-792,3375000,2250000
8/12/2024,KH-0087,P-151,4106700000,2737800000
8/12/2024,KH-0598,P-578,119250000,79500000
8/12/2024,KH-0351,P-752,2700000,1800000
8/12/2024,KH-0321,P-060,9480000,6320000
8/12/2024,KH-0498,P-194,6075000,4050000
8/12/2024,KH-0730,P-164,16335000,10890000
8/12/2024,KH-0352,P-424,38940000,25960000
8/12/2024,KH-0701,P-369,194850000,129900000
8/12/2024,KH-0781,P-553,78000000,52000000
8/12/2024,KH-0253,P-652,960000,640000
8/12/2024,KH-0129,P-792,3000000,2000000
8/13/2024,KH-0316,P-273,55800000,37200000
8/13/2024,KH-0354,P-040,165960000,110640000
8/13/2024,KH-0460,P-375,42300000,28200000
8/13/2024,KH-0579,P-714,236520000,157680000
8/13/2024,KH-0050,P-235,319500000,213000000
8/13/2024,KH-0021,P-089,17850000,11900000
8/13/2024,KH-0535,P-578,107325000,71550000
8/13/2024,KH-0769,P-529,2625000,1750000
8/13/2024,KH-0171,P-308,1500000,1000000
8/13/2024,KH-0706,P-006,61830000,41220000
8/13/2024,KH-0513,P-635,3720000,2480000
8/13/2024,KH-0128,P-789,15660000,10440000
8/13/2024,KH-0177,P-239,102540000,68360000
8/13/2024,KH-0335,P-513,1950000,1300000
8/13/2024,KH-0235,P-769,690000,460000
8/13/2024,KH-0679,P-434,43740000,29160000
8/13/2024,KH-0482,P-220,482625000,321750000
8/13/2024,KH-0573,P-589,13500000,9000000
8/13/2024,KH-0527,P-355,339300000,226200000
8/13/2024,KH-0119,P-563,4290000,2860000
8/13/2024,KH-0421,P-508,4860000,3240000
8/13/2024,KH-0725,P-014,15990000,10660000
8/13/2024,KH-0695,P-234,2272590000,1515060000
8/13/2024,KH-0038,P-264,36855000,24570000
8/13/2024,KH-0538,P-080,9600000,6400000
8/13/2024,KH-0116,P-531,20160000,13440000
8/14/2024,KH-0319,P-691,3450000,2300000
8/14/2024,KH-0505,P-103,71520000,47680000
8/14/2024,KH-0366,P-526,64875000,43250000
8/14/2024,KH-0658,P-103,17880000,11920000
8/14/2024,KH-0224,P-665,17475000,11650000
8/14/2024,KH-0077,P-018,11760000,7840000
8/14/2024,KH-0076,P-517,121680000,81120000
8/14/2024,KH-0312,P-464,3780000,2520000
8/14/2024,KH-0382,P-334,4005000,2670000
8/14/2024,KH-0736,P-414,53280000,35520000
8/14/2024,KH-0352,P-102,28200000,18800000
8/14/2024,KH-0470,P-229,1500000,1000000
8/14/2024,KH-0556,P-783,34335000,22890000
8/14/2024,KH-0534,P-043,161325000,107550000
8/14/2024,KH-0337,P-434,14580000,9720000
8/14/2024,KH-0247,P-785,720000,480000
8/14/2024,KH-0269,P-716,2520000,1680000
8/14/2024,KH-0565,P-606,3150000,2100000
8/14/2024,KH-0006,P-077,12150000,8100000
8/14/2024,KH-0748,P-155,199425000,132950000
8/14/2024,KH-0670,P-303,462240000,308160000
8/14/2024,KH-0688,P-575,162900000,108600000
8/14/2024,KH-0310,P-224,13350000,8900000
8/14/2024,KH-0306,P-213,79980000,53320000
8/14/2024,KH-0029,P-773,825000,550000
8/15/2024,KH-0035,P-466,15960000,10640000
8/15/2024,KH-0520,P-085,5835000,3890000
8/15/2024,KH-0740,P-154,197475000,131650000
8/15/2024,KH-0368,P-273,44640000,29760000
8/15/2024,KH-0531,P-588,2025000,1350000
8/15/2024,KH-0203,P-611,47880000,31920000
8/15/2024,KH-0302,P-147,3670170000,2446780000
8/15/2024,KH-0743,P-389,52515000,35010000
8/15/2024,KH-0573,P-308,1200000,800000
8/15/2024,KH-0666,P-231,540000,360000
8/15/2024,KH-0441,P-133,14325000,9550000
8/15/2024,KH-0439,P-256,108600000,72400000
8/15/2024,KH-0217,P-324,81060000,54040000
8/15/2024,KH-0108,P-047,76230000,50820000
8/15/2024,KH-0305,P-063,46080000,30720000
8/15/2024,KH-0098,P-569,4590000,3060000
8/15/2024,KH-0396,P-072,165000,110000
8/15/2024,KH-0277,P-482,44175000,29450000
8/15/2024,KH-0736,P-604,14250000,9500000
8/15/2024,KH-0176,P-721,2835000,1890000
8/15/2024,KH-0461,P-706,52080000,34720000
8/15/2024,KH-0155,P-129,73605000,49070000
8/15/2024,KH-0658,P-676,810000,540000
8/15/2024,KH-0234,P-241,536400000,357600000
8/15/2024,KH-0757,P-560,2940000,1960000
8/15/2024,KH-0612,P-087,49560000,33040000
8/15/2024,KH-0409,P-061,1020000,680000
8/15/2024,KH-0746,P-568,244440000,162960000
8/15/2024,KH-0584,P-680,49200000,32800000
8/15/2024,KH-0421,P-480,13575000,9050000
8/15/2024,KH-0477,P-364,18000000,12000000
8/15/2024,KH-0627,P-794,5460000,3640000
8/16/2024,KH-0269,P-619,61920000,41280000
8/16/2024,KH-0361,P-530,202860000,135240000
8/16/2024,KH-0122,P-197,155400000,103600000
8/16/2024,KH-0068,P-213,19995000,13330000
8/16/2024,KH-0074,P-169,44400000,29600000
8/16/2024,KH-0641,P-563,21450000,14300000
8/16/2024,KH-0631,P-512,360000,240000
8/16/2024,KH-0650,P-617,20550000,13700000
8/16/2024,KH-0407,P-173,96795000,64530000
8/16/2024,KH-0550,P-230,27900000,18600000
8/16/2024,KH-0559,P-745,4440000,2960000
8/16/2024,KH-0445,P-043,71700000,47800000
8/16/2024,KH-0681,P-758,34800000,23200000
8/16/2024,KH-0055,P-049,123795000,82530000
8/16/2024,KH-0152,P-021,159300000,106200000
8/16/2024,KH-0555,P-298,75510000,50340000
8/16/2024,KH-0289,P-408,96030000,64020000
8/16/2024,KH-0294,P-271,19575000,13050000
8/16/2024,KH-0727,P-745,7770000,5180000
8/16/2024,KH-0328,P-763,2850000,1900000
8/16/2024,KH-0465,P-234,1262550000,841700000
8/16/2024,KH-0423,P-688,3600000,2400000
8/16/2024,KH-0122,P-475,1200000,800000
8/16/2024,KH-0369,P-214,585000000,390000000
8/16/2024,KH-0653,P-721,1260000,840000
8/16/2024,KH-0445,P-131,35850000,23900000
8/16/2024,KH-0710,P-031,1050000,700000
8/17/2024,KH-0673,P-139,25785000,17190000
8/17/2024,KH-0780,P-422,7620000,5080000
8/17/2024,KH-0786,P-754,1305000,870000
8/17/2024,KH-0211,P-066,142380000,94920000
8/17/2024,KH-0515,P-337,16800000,11200000
8/17/2024,KH-0131,P-430,79350000,52900000
8/17/2024,KH-0052,P-105,13560000,9040000
8/17/2024,KH-0748,P-100,128280000,85520000
8/17/2024,KH-0766,P-369,194850000,129900000
8/17/2024,KH-0780,P-058,32820000,21880000
8/17/2024,KH-0336,P-481,80595000,53730000
8/17/2024,KH-0696,P-108,147900000,98600000
8/17/2024,KH-0324,P-558,30000000,20000000
8/17/2024,KH-0060,P-672,25200000,16800000
8/17/2024,KH-0752,P-669,3315000,2210000
8/17/2024,KH-0031,P-630,11430000,7620000
8/17/2024,KH-0422,P-103,62580000,41720000
8/17/2024,KH-0730,P-532,2925000,1950000
8/17/2024,KH-0510,P-350,133035000,88690000
8/17/2024,KH-0453,P-602,18270000,12180000
8/17/2024,KH-0655,P-685,52650000,35100000
8/17/2024,KH-0371,P-083,12720000,8480000
8/18/2024,KH-0348,P-746,450000,300000
8/18/2024,KH-0236,P-064,3615000,2410000
8/18/2024,KH-0229,P-611,47880000,31920000
8/18/2024,KH-0677,P-017,27720000,18480000
8/18/2024,KH-0161,P-209,25380000,16920000
8/18/2024,KH-0426,P-073,58770000,39180000
8/18/2024,KH-0453,P-180,40425000,26950000
8/18/2024,KH-0308,P-059,43650000,29100000
8/18/2024,KH-0207,P-024,24930000,16620000
8/18/2024,KH-0655,P-665,6990000,4660000
8/18/2024,KH-0759,P-337,14700000,9800000
8/18/2024,KH-0410,P-581,69210000,46140000
8/18/2024,KH-0527,P-152,2500950000,1667300000
8/18/2024,KH-0361,P-071,7155000,4770000
8/18/2024,KH-0397,P-193,28440000,18960000
8/18/2024,KH-0749,P-622,5100000,3400000
8/18/2024,KH-0660,P-588,1350000,900000
8/18/2024,KH-0375,P-214,585000000,390000000
8/18/2024,KH-0561,P-787,11580000,7720000
8/18/2024,KH-0703,P-585,7200000,4800000
8/18/2024,KH-0066,P-138,95370000,63580000
8/18/2024,KH-0071,P-442,19050000,12700000
8/18/2024,KH-0380,P-188,41040000,27360000
8/18/2024,KH-0480,P-092,50175000,33450000
8/18/2024,KH-0011,P-647,57330000,38220000
8/18/2024,KH-0181,P-446,54600000,36400000
8/18/2024,KH-0243,P-061,510000,340000
8/19/2024,KH-0745,P-178,427005000,284670000
8/19/2024,KH-0041,P-632,65610000,43740000
8/19/2024,KH-0307,P-688,2250000,1500000
8/19/2024,KH-0784,P-205,59400000,39600000
8/19/2024,KH-0647,P-263,67200000,44800000
8/19/2024,KH-0579,P-471,16605000,11070000
8/19/2024,KH-0168,P-781,64200000,42800000
8/19/2024,KH-0390,P-033,66600000,44400000
8/19/2024,KH-0103,P-414,26640000,17760000
8/19/2024,KH-0172,P-639,50625000,33750000
8/19/2024,KH-0531,P-133,8595000,5730000
8/19/2024,KH-0122,P-355,542880000,361920000
8/19/2024,KH-0317,P-547,2835000,1890000
8/19/2024,KH-0282,P-508,6075000,4050000
8/19/2024,KH-0481,P-428,78660000,52440000
8/19/2024,KH-0395,P-705,27900000,18600000
8/19/2024,KH-0718,P-025,36450000,24300000
8/19/2024,KH-0091,P-034,155115000,103410000
8/19/2024,KH-0259,P-484,5490000,3660000
8/19/2024,KH-0517,P-469,1905000,1270000
8/19/2024,KH-0498,P-776,26850000,17900000
8/19/2024,KH-0099,P-523,4140000,2760000
8/19/2024,KH-0472,P-696,30105000,20070000
8/19/2024,KH-0090,P-061,4080000,2720000
8/19/2024,KH-0572,P-704,4320000,2880000
8/19/2024,KH-0019,P-365,69840000,46560000
8/19/2024,KH-0487,P-406,41550000,27700000
8/19/2024,KH-0170,P-363,186660000,124440000
8/19/2024,KH-0233,P-206,6240000,4160000
8/20/2024,KH-0247,P-124,42345000,28230000
8/20/2024,KH-0566,P-122,19425000,12950000
8/20/2024,KH-0331,P-743,810000,540000
8/20/2024,KH-0242,P-778,4500000,3000000
8/20/2024,KH-0541,P-456,57120000,38080000
8/20/2024,KH-0248,P-221,158400000,105600000
8/20/2024,KH-0747,P-524,12015000,8010000
8/20/2024,KH-0627,P-741,188640000,125760000
8/20/2024,KH-0215,P-169,26640000,17760000
8/20/2024,KH-0464,P-723,14130000,9420000
8/20/2024,KH-0165,P-403,315000,210000
8/20/2024,KH-0045,P-578,83475000,55650000
8/20/2024,KH-0386,P-680,4920000,3280000
8/20/2024,KH-0318,P-667,17850000,11900000
8/20/2024,KH-0631,P-014,55965000,37310000
8/20/2024,KH-0710,P-291,9840000,6560000
8/20/2024,KH-0282,P-096,7080000,4720000
8/20/2024,KH-0524,P-627,3960000,2640000
8/20/2024,KH-0590,P-229,6750000,4500000
8/20/2024,KH-0701,P-690,6915000,4610000
8/20/2024,KH-0076,P-782,61080000,40720000
8/20/2024,KH-0657,P-671,4680000,3120000
8/20/2024,KH-0393,P-277,43785000,29190000
8/20/2024,KH-0138,P-349,247800000,165200000
8/20/2024,KH-0117,P-047,101640000,67760000
8/20/2024,KH-0166,P-246,60900000,40600000
8/20/2024,KH-0015,P-323,6390000,4260000
8/20/2024,KH-0492,P-078,28560000,19040000
8/20/2024,KH-0770,P-616,4440000,2960000
8/20/2024,KH-0599,P-425,163800000,109200000
8/20/2024,KH-0422,P-728,15000000,10000000
8/20/2024,KH-0472,P-516,10545000,7030000
8/20/2024,KH-0654,P-249,6540000,4360000
8/20/2024,KH-0734,P-192,55980000,37320000
8/20/2024,KH-0734,P-406,74790000,49860000
8/20/2024,KH-0197,P-558,9000000,6000000
8/21/2024,KH-0126,P-524,6675000,4450000
8/21/2024,KH-0222,P-622,510000,340000
8/21/2024,KH-0490,P-059,8730000,5820000
8/21/2024,KH-0195,P-606,1575000,1050000
8/21/2024,KH-0158,P-678,1140000,760000
8/21/2024,KH-0377,P-663,51780000,34520000
8/21/2024,KH-0117,P-607,4005000,2670000
8/21/2024,KH-0398,P-320,23895000,15930000
8/21/2024,KH-0289,P-004,111240000,74160000
8/21/2024,KH-0786,P-242,321840000,214560000
8/21/2024,KH-0101,P-741,235800000,157200000
8/21/2024,KH-0314,P-522,12030000,8020000
8/21/2024,KH-0217,P-466,79800000,53200000
8/21/2024,KH-0578,P-450,18210000,12140000
8/21/2024,KH-0494,P-674,540000,360000
8/21/2024,KH-0397,P-757,4320000,2880000
8/21/2024,KH-0295,P-344,79350000,52900000
8/21/2024,KH-0749,P-795,47250000,31500000
8/21/2024,KH-0342,P-631,44640000,29760000
8/21/2024,KH-0183,P-525,52290000,34860000
8/22/2024,KH-0660,P-644,126000000,84000000
8/22/2024,KH-0746,P-278,20280000,13520000
8/22/2024,KH-0460,P-173,322650000,215100000
8/22/2024,KH-0688,P-461,33075000,22050000
8/22/2024,KH-0397,P-459,126675000,84450000
8/22/2024,KH-0012,P-571,101250000,67500000
8/22/2024,KH-0163,P-698,596700000,397800000
8/22/2024,KH-0105,P-790,1980000,1320000
8/22/2024,KH-0388,P-230,16740000,11160000
8/22/2024,KH-0715,P-117,115800000,77200000
8/22/2024,KH-0168,P-666,20700000,13800000
8/22/2024,KH-0226,P-303,385200000,256800000
8/22/2024,KH-0309,P-248,2820000,1880000
8/22/2024,KH-0208,P-143,123300000,82200000
8/22/2024,KH-0387,P-480,27150000,18100000
8/22/2024,KH-0236,P-178,189780000,126520000
8/22/2024,KH-0700,P-271,39150000,26100000
8/22/2024,KH-0300,P-044,29190000,19460000
8/22/2024,KH-0505,P-160,2305200000,1536800000
8/22/2024,KH-0152,P-723,7065000,4710000
8/22/2024,KH-0045,P-747,11430000,7620000
8/22/2024,KH-0463,P-361,31635000,21090000
8/22/2024,KH-0651,P-502,221670000,147780000
8/23/2024,KH-0609,P-459,253350000,168900000
8/23/2024,KH-0048,P-358,81000000,54000000
8/23/2024,KH-0105,P-277,72975000,48650000
8/23/2024,KH-0259,P-215,4305000,2870000
8/23/2024,KH-0494,P-399,5550000,3700000
8/23/2024,KH-0232,P-059,34920000,23280000
8/23/2024,KH-0754,P-612,7410000,4940000
8/23/2024,KH-0107,P-207,35280000,23520000
8/23/2024,KH-0025,P-560,7350000,4900000
8/23/2024,KH-0174,P-666,2070000,1380000
8/23/2024,KH-0683,P-425,109200000,72800000
8/23/2024,KH-0309,P-269,3300000,2200000
8/23/2024,KH-0615,P-282,40050000,26700000
8/23/2024,KH-0208,P-530,28980000,19320000
8/23/2024,KH-0261,P-020,12510000,8340000
8/23/2024,KH-0688,P-531,17640000,11760000
8/23/2024,KH-0639,P-772,1920000,1280000
8/23/2024,KH-0719,P-435,116640000,77760000
8/23/2024,KH-0175,P-175,226800000,151200000
8/23/2024,KH-0559,P-311,4305000,2870000
8/23/2024,KH-0552,P-453,79080000,52720000
8/23/2024,KH-0612,P-185,245700000,163800000
8/23/2024,KH-0312,P-103,35760000,23840000
8/23/2024,KH-0574,P-225,2415000,1610000
8/23/2024,KH-0370,P-255,63210000,42140000
8/23/2024,KH-0342,P-676,3645000,2430000
8/23/2024,KH-0781,P-246,60900000,40600000
8/23/2024,KH-0639,P-765,2760000,1840000
8/24/2024,KH-0300,P-517,91260000,60840000
8/24/2024,KH-0072,P-407,160050000,106700000
8/24/2024,KH-0298,P-635,930000,620000
8/24/2024,KH-0494,P-146,121920000,81280000
8/24/2024,KH-0155,P-413,128835000,85890000
8/24/2024,KH-0190,P-042,21375000,14250000
8/24/2024,KH-0390,P-394,3000000,2000000
