Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,,Chi nhánh,
7/10/2024,7,ĐH4296516,KH-0220,P-623,10,24870000,248700000,165800000,NV168,CN HCM,,,
7/10/2024,7,ĐH2672737,KH-0637,P-179,5,33945000,169725000,113150000,NV182,CN HCM,,,
7/10/2024,7,ĐH3903645,KH-0618,P-371,10,5220000,52200000,34800000,NV068,CN HCM,,,
7/10/2024,7,ĐH3687290,KH-0412,P-186,6,4440000,26640000,17760000,NV101,CN HCM,,,
7/10/2024,7,ĐH6369851,KH-0407,P-232,1,1650000,1650000,1100000,NV188,CN HCM,,,
7/10/2024,7,ĐH2760690,KH-0440,P-056,4,15855000,63420000,42280000,NV115,CN HCM,,,
7/11/2024,7,ĐH5415863,KH-0209,P-006,1,6870000,6870000,4580000,NV058,CN HCM,,,
7/11/2024,7,ĐH4822485,KH-0603,P-211,9,11610000,104490000,69660000,NV176,CN HCM,,,
7/11/2024,7,ĐH3799561,KH-0567,P-718,10,1170000,11700000,7800000,NV028,CN HCM,,,
7/11/2024,7,ĐH1167113,KH-0101,P-027,6,3030000,18180000,12120000,NV041,CN HCM,,,
7/11/2024,7,ĐH6208563,KH-0463,P-588,1,225000,225000,150000,NV083,CN HCM,,,
7/11/2024,7,ĐH4201555,KH-0729,P-209,7,6345000,44415000,29610000,NV065,CN HCM,,,
7/11/2024,7,ĐH2916508,KH-0600,P-459,4,126675000,506700000,337800000,NV156,CN HCM,,,
7/12/2024,7,ĐH6179474,KH-0454,P-056,7,15855000,110985000,73990000,NV189,CN HCM,,,
7/12/2024,7,ĐH1776316,KH-0631,P-544,1,18780000,18780000,12520000,NV006,CN HCM,,,
7/12/2024,7,ĐH8581612,KH-0343,P-170,5,4920000,24600000,16400000,NV014,CN HCM,,,
7/12/2024,7,ĐH5903231,KH-0562,P-332,6,1380000,8280000,5520000,NV015,CN HCM,,,
7/12/2024,7,ĐH6552706,KH-0027,P-707,7,10890000,76230000,50820000,NV043,CN HCM,,,
7/12/2024,7,ĐH4698194,KH-0482,P-394,1,750000,750000,500000,NV002,CN HCM,,,
7/12/2024,7,ĐH5491439,KH-0616,P-715,4,29565000,118260000,78840000,NV231,CN HCM,,,
7/12/2024,7,ĐH4858573,KH-0231,P-017,1,3960000,3960000,2640000,NV097,CN HCM,,,
7/12/2024,7,ĐH5198766,KH-0327,P-069,5,1305000,6525000,4350000,NV012,CN HCM,,,
7/12/2024,7,ĐH9650071,KH-0053,P-077,7,2430000,17010000,11340000,NV113,CN HCM,,,
7/13/2024,7,ĐH5679508,KH-0173,P-416,5,180000,900000,600000,NV186,CN HCM,,,
7/13/2024,7,ĐH1072061,KH-0410,P-211,5,11610000,58050000,38700000,NV131,CN HCM,,,
7/13/2024,7,ĐH3383178,KH-0726,P-699,1,14445000,14445000,9630000,NV015,CN HCM,,,
7/13/2024,7,ĐH5902184,KH-0076,P-644,8,12600000,100800000,67200000,NV074,CN HCM,,,
7/13/2024,7,ĐH8878392,KH-0739,P-605,4,2040000,8160000,5440000,NV166,CN HCM,,,
7/13/2024,7,ĐH8871828,KH-0137,P-083,5,12720000,63600000,42400000,NV155,CN HCM,,,
7/13/2024,7,ĐH9030861,KH-0423,P-066,2,35595000,71190000,47460000,NV018,CN HCM,,,
7/13/2024,7,ĐH5618524,KH-0215,P-551,1,2610000,2610000,1740000,NV057,CN HCM,,,
7/14/2024,7,ĐH9635815,KH-0342,P-575,2,27150000,54300000,36200000,NV136,CN HCM,,,
7/14/2024,7,ĐH6218740,KH-0493,P-218,10,328995000,3289950000,2193300000,NV067,CN HCM,,,
7/14/2024,7,ĐH2737991,KH-0361,P-478,6,11715000,70290000,46860000,NV096,CN HCM,,,
7/14/2024,7,ĐH2869571,KH-0222,P-555,10,990000,9900000,6600000,NV022,CN HCM,,,
7/14/2024,7,ĐH5657560,KH-0074,P-369,7,19485000,136395000,90930000,NV199,CN HCM,,,
7/14/2024,7,ĐH2930768,KH-0529,P-573,1,1605000,1605000,1070000,NV019,CN HCM,,,
7/15/2024,7,ĐH9599386,KH-0600,P-086,1,2445000,2445000,1630000,NV221,CN HCM,,,
7/15/2024,7,ĐH1098780,KH-0591,P-390,2,1935000,3870000,2580000,NV003,CN HCM,,,
7/15/2024,7,ĐH5380731,KH-0744,P-690,2,6915000,13830000,9220000,NV183,CN HCM,,,
7/15/2024,7,ĐH9750146,KH-0331,P-031,2,1050000,2100000,1400000,NV066,CN HCM,,,
7/15/2024,7,ĐH6693827,KH-0563,P-685,8,5850000,46800000,31200000,NV202,CN HCM,,,
7/15/2024,7,ĐH2112252,KH-0599,P-416,4,180000,720000,480000,NV233,CN HCM,,,
7/15/2024,7,ĐH3444479,KH-0605,P-788,2,6285000,12570000,8380000,NV028,CN HCM,,,
7/15/2024,7,ĐH4836510,KH-0473,P-358,3,13500000,40500000,27000000,NV129,CN HCM,,,
7/15/2024,7,ĐH4804190,KH-0528,P-388,1,6150000,6150000,4100000,NV173,CN HCM,,,
7/15/2024,7,ĐH7550512,KH-0106,P-368,3,7200000,21600000,14400000,NV002,CN HCM,,,
7/16/2024,7,ĐH9728095,KH-0623,P-313,4,42210000,168840000,112560000,NV207,CN HCM,,,
7/16/2024,7,ĐH3972192,KH-0687,P-075,6,795000,4770000,3180000,NV195,CN HCM,,,
7/16/2024,7,ĐH7546283,KH-0126,P-676,3,405000,1215000,810000,NV171,CN HCM,,,
7/16/2024,7,ĐH2525477,KH-0334,P-067,5,690000,3450000,2300000,NV235,CN HCM,,,
7/16/2024,7,ĐH6469152,KH-0171,P-617,4,4110000,16440000,10960000,NV143,CN HCM,,,
7/16/2024,7,ĐH6990072,KH-0716,P-224,9,1335000,12015000,8010000,NV083,CN HCM,,,
7/16/2024,7,ĐH7493390,KH-0487,P-016,3,7050000,21150000,14100000,NV207,CN HCM,,,
7/16/2024,7,ĐH6251537,KH-0193,P-755,2,615000,1230000,820000,NV010,CN HCM,,,
7/16/2024,7,ĐH3464865,KH-0465,P-039,10,9285000,92850000,61900000,NV219,CN HCM,,,
7/16/2024,7,ĐH9703839,KH-0675,P-722,10,7770000,77700000,51800000,NV008,CN HCM,,,
7/16/2024,7,ĐH8374423,KH-0230,P-692,1,390000,390000,260000,NV237,CN HCM,,,
7/17/2024,7,ĐH8466458,KH-0672,P-388,7,6150000,43050000,28700000,NV091,CN HCM,,,
7/17/2024,7,ĐH4001231,KH-0407,P-535,7,7710000,53970000,35980000,NV187,CN HCM,,,
7/17/2024,7,ĐH5705049,KH-0541,P-628,9,255000,2295000,1530000,NV011,CN HCM,,,
7/17/2024,7,ĐH9823700,KH-0440,P-708,9,150000,1350000,900000,NV206,CN HCM,,,
7/17/2024,7,ĐH5108567,KH-0417,P-040,5,20745000,103725000,69150000,NV073,CN HCM,,,
7/17/2024,7,ĐH6113697,KH-0264,P-168,3,18000000,54000000,36000000,NV045,CN HCM,,,
7/17/2024,7,ĐH3871603,KH-0408,P-471,7,1845000,12915000,8610000,NV123,CN HCM,,,
7/17/2024,7,ĐH3113047,KH-0175,P-666,10,2070000,20700000,13800000,NV133,CN HCM,,,
7/17/2024,7,ĐH8110424,KH-0452,P-085,1,5835000,5835000,3890000,NV027,CN HCM,,,
7/17/2024,7,ĐH9219709,KH-0781,P-299,4,1035000,4140000,2760000,NV241,CN HCM,,,
7/17/2024,7,ĐH9668494,KH-0087,P-510,2,270000,540000,360000,NV089,CN HCM,,,
7/18/2024,7,ĐH2522955,KH-0699,P-527,5,44265000,221325000,147550000,NV202,CN HCM,,,
7/18/2024,7,ĐH9875229,KH-0627,P-519,2,18135000,36270000,24180000,NV167,CN HCM,,,
7/18/2024,7,ĐH6915189,KH-0732,P-566,1,7335000,7335000,4890000,NV017,CN HCM,,,
7/18/2024,7,ĐH7872251,KH-0285,P-111,3,18015000,54045000,36030000,NV161,CN HCM,,,
7/18/2024,7,ĐH4471075,KH-0263,P-219,5,90300000,451500000,301000000,NV062,CN HCM,,,
7/18/2024,7,ĐH8688014,KH-0650,P-010,1,22215000,22215000,14810000,NV112,CN HCM,,,
7/19/2024,7,ĐH4615582,KH-0321,P-751,6,30000,180000,120000,NV140,CN HCM,,,
7/19/2024,7,ĐH9316404,KH-0613,P-470,7,34125000,238875000,159250000,NV140,CN HCM,,,
7/19/2024,7,ĐH1641152,KH-0157,P-797,2,6825000,13650000,9100000,NV089,CN HCM,,,
7/19/2024,7,ĐH6576726,KH-0196,P-487,6,3870000,23220000,15480000,NV219,CN HCM,,,
7/19/2024,7,ĐH3290740,KH-0459,P-645,9,5625000,50625000,33750000,NV229,CN HCM,,,
7/20/2024,7,ĐH8107966,KH-0465,P-110,3,5190000,15570000,10380000,NV237,CN HCM,,,
7/20/2024,7,ĐH5295361,KH-0022,P-240,2,25110000,50220000,33480000,NV243,CN HCM,,,
7/20/2024,7,ĐH4386239,KH-0192,P-605,2,2040000,4080000,2720000,NV186,CN HCM,,,
7/20/2024,7,ĐH6165158,KH-0327,P-727,4,9690000,38760000,25840000,NV173,CN HCM,,,
7/20/2024,7,ĐH8563850,KH-0684,P-102,9,2820000,25380000,16920000,NV155,CN HCM,,,
7/20/2024,7,ĐH4564573,KH-0471,P-092,10,10035000,100350000,66900000,NV229,CN HCM,,,
7/20/2024,7,ĐH5719072,KH-0126,P-203,2,21450000,42900000,28600000,NV114,CN HCM,,,
7/20/2024,7,ĐH6807392,KH-0353,P-571,9,20250000,182250000,121500000,NV151,CN HCM,,,
7/21/2024,7,ĐH9110667,KH-0150,P-411,7,14250000,99750000,66500000,NV200,CN HCM,,,
7/21/2024,7,ĐH9780121,KH-0211,P-705,5,9300000,46500000,31000000,NV148,CN HCM,,,
7/21/2024,7,ĐH3539874,KH-0008,P-200,8,7665000,61320000,40880000,NV097,CN HCM,,,
7/21/2024,7,ĐH7253301,KH-0329,P-198,3,5730000,17190000,11460000,NV013,CN HCM,,,
7/21/2024,7,ĐH7997940,KH-0396,P-734,10,13650000,136500000,91000000,NV079,CN HCM,,,
7/21/2024,7,ĐH3867342,KH-0362,P-106,6,27030000,162180000,108120000,NV153,CN HCM,,,
7/22/2024,7,ĐH6156243,KH-0298,P-304,4,825000,3300000,2200000,NV239,CN HCM,,,
7/22/2024,7,ĐH8017638,KH-0337,P-797,10,6825000,68250000,45500000,NV244,CN HCM,,,
7/22/2024,7,ĐH7655690,KH-0052,P-604,1,2850000,2850000,1900000,NV001,CN HCM,,,
7/22/2024,7,ĐH9029794,KH-0152,P-273,5,5580000,27900000,18600000,NV059,CN HCM,,,
7/22/2024,7,ĐH2192858,KH-0387,P-418,10,1440000,14400000,9600000,NV210,CN HCM,,,
7/22/2024,7,ĐH4790038,KH-0768,P-795,5,7875000,39375000,26250000,NV211,CN HCM,,,
7/22/2024,7,ĐH3326926,KH-0117,P-385,10,4275000,42750000,28500000,NV009,CN HCM,,,
7/22/2024,7,ĐH3140196,KH-0469,P-742,3,645000,1935000,1290000,NV031,CN HCM,,,
7/22/2024,7,ĐH6159316,KH-0282,P-532,3,585000,1755000,1170000,NV221,CN HCM,,,
7/22/2024,7,ĐH9879540,KH-0449,P-085,2,5835000,11670000,7780000,NV187,CN HCM,,,
7/22/2024,7,ĐH9280835,KH-0734,P-045,1,5475000,5475000,3650000,NV115,CN HCM,,,
7/22/2024,7,ĐH5505933,KH-0258,P-561,4,8460000,33840000,22560000,NV044,CN HCM,,,
7/22/2024,7,ĐH3178737,KH-0751,P-155,3,199425000,598275000,398850000,NV159,CN HCM,,,
7/23/2024,7,ĐH6473136,KH-0258,P-442,9,1905000,17145000,11430000,NV118,CN HCM,,,
7/23/2024,7,ĐH9983913,KH-0446,P-067,2,690000,1380000,920000,NV240,CN HCM,,,
7/23/2024,7,ĐH3877778,KH-0153,P-210,2,1695000,3390000,2260000,NV153,CN HCM,,,
7/23/2024,7,ĐH7215528,KH-0054,P-208,8,4095000,32760000,21840000,NV165,CN HCM,,,
7/23/2024,7,ĐH4271816,KH-0338,P-409,4,10365000,41460000,27640000,NV159,CN HCM,,,
7/23/2024,7,ĐH8759369,KH-0021,P-387,5,13170000,65850000,43900000,NV175,CN HCM,,,
7/23/2024,7,ĐH7857814,KH-0625,P-664,6,1440000,8640000,5760000,NV047,CN HCM,,,
7/23/2024,7,ĐH2583778,KH-0419,P-268,6,24270000,145620000,97080000,NV090,CN HCM,,,
7/23/2024,7,ĐH8572359,KH-0076,P-588,7,225000,1575000,1050000,NV149,CN HCM,,,
7/23/2024,7,ĐH7543547,KH-0383,P-381,8,1965000,15720000,10480000,NV102,CN HCM,,,
7/23/2024,7,ĐH9575481,KH-0673,P-041,5,4440000,22200000,14800000,NV143,CN HCM,,,
7/24/2024,7,ĐH6297818,KH-0391,P-545,7,11655000,81585000,54390000,NV177,CN HCM,,,
7/24/2024,7,ĐH9532516,KH-0637,P-119,7,61020000,427140000,284760000,NV151,CN HCM,,,
7/24/2024,7,ĐH5675837,KH-0113,P-763,9,1425000,12825000,8550000,NV111,CN HCM,,,
7/24/2024,7,ĐH9516506,KH-0249,P-309,7,21435000,150045000,100030000,NV101,CN HCM,,,
7/24/2024,7,ĐH3483196,KH-0323,P-688,3,450000,1350000,900000,NV137,CN HCM,,,
7/24/2024,7,ĐH7560435,KH-0733,P-390,4,1935000,7740000,5160000,NV189,CN HCM,,,
7/24/2024,7,ĐH1526066,KH-0786,P-281,2,24540000,49080000,32720000,NV007,CN HCM,,,
7/24/2024,7,ĐH3923518,KH-0321,P-041,2,4440000,8880000,5920000,NV223,CN HCM,,,
7/25/2024,7,ĐH8732953,KH-0182,P-221,8,19800000,158400000,105600000,NV114,CN HCM,,,
7/25/2024,7,ĐH9955926,KH-0376,P-554,4,6120000,24480000,16320000,NV234,CN HCM,,,
7/25/2024,7,ĐH6560827,KH-0701,P-620,4,10380000,41520000,27680000,NV111,CN HCM,,,
7/25/2024,7,ĐH5162688,KH-0735,P-285,3,2580000,7740000,5160000,NV231,CN HCM,,,
7/25/2024,7,ĐH5240339,KH-0529,P-619,1,20640000,20640000,13760000,NV165,CN HCM,,,
7/25/2024,7,ĐH6218231,KH-0218,P-296,4,240000,960000,640000,NV100,CN HCM,,,
7/25/2024,7,ĐH1498934,KH-0543,P-566,7,7335000,51345000,34230000,NV070,CN HCM,,,
7/25/2024,7,ĐH3041938,KH-0582,P-673,10,240000,2400000,1600000,NV085,CN HCM,,,
7/25/2024,7,ĐH5120968,KH-0476,P-753,2,450000,900000,600000,NV059,CN HCM,,,
7/25/2024,7,ĐH8908768,KH-0775,P-094,8,19380000,155040000,103360000,NV184,CN HCM,,,
7/25/2024,7,ĐH1301849,KH-0672,P-323,2,3195000,6390000,4260000,NV083,CN HCM,,,
7/25/2024,7,ĐH5190089,KH-0729,P-342,8,45870000,366960000,244640000,NV044,CN HCM,,,
7/26/2024,7,ĐH1856832,KH-0698,P-595,6,960000,5760000,3840000,NV029,CN HCM,,,
7/26/2024,7,ĐH8497885,KH-0088,P-327,10,1800000,18000000,12000000,NV206,CN HCM,,,
7/26/2024,7,ĐH7467311,KH-0786,P-110,4,5190000,20760000,13840000,NV115,CN HCM,,,
7/26/2024,7,ĐH4311906,KH-0573,P-425,5,27300000,136500000,91000000,NV024,CN HCM,,,
7/26/2024,7,ĐH8472809,KH-0576,P-298,3,12585000,37755000,25170000,NV127,CN HCM,,,
7/26/2024,7,ĐH5991742,KH-0221,P-091,9,2175000,19575000,13050000,NV119,CN HCM,,,
7/26/2024,7,ĐH1277832,KH-0587,P-548,6,17235000,103410000,68940000,NV044,CN HCM,,,
7/26/2024,7,ĐH2121170,KH-0673,P-587,5,1800000,9000000,6000000,NV183,CN HCM,,,
7/26/2024,7,ĐH4055410,KH-0202,P-201,9,4680000,42120000,28080000,NV116,CN HCM,,,
7/26/2024,7,ĐH8686670,KH-0351,P-206,7,780000,5460000,3640000,NV072,CN HCM,,,
7/26/2024,7,ĐH5803181,KH-0359,P-349,10,24780000,247800000,165200000,NV151,CN HCM,,,
7/26/2024,7,ĐH1032826,KH-0019,P-420,10,19215000,192150000,128100000,NV234,CN HCM,,,
7/27/2024,7,ĐH5951016,KH-0417,P-018,10,2940000,29400000,19600000,NV093,CN HCM,,,
7/27/2024,7,ĐH4070466,KH-0424,P-363,9,46665000,419985000,279990000,NV112,CN HCM,,,
7/27/2024,7,ĐH8900991,KH-0456,P-469,5,1905000,9525000,6350000,NV201,CN HCM,,,
7/27/2024,7,ĐH9312880,KH-0436,P-044,4,4170000,16680000,11120000,NV071,CN HCM,,,
7/27/2024,7,ĐH2371192,KH-0357,P-780,8,60570000,484560000,323040000,NV028,CN HCM,,,
7/27/2024,7,ĐH3737194,KH-0550,P-736,2,345000,690000,460000,NV037,CN HCM,,,
7/27/2024,7,ĐH4037375,KH-0607,P-167,7,15810000,110670000,73780000,NV175,CN HCM,,,
7/27/2024,7,ĐH2179064,KH-0411,P-725,5,7080000,35400000,23600000,NV188,CN HCM,,,
7/27/2024,7,ĐH5052008,KH-0473,P-008,2,8805000,17610000,11740000,NV221,CN HCM,,,
7/27/2024,7,ĐH5471223,KH-0395,P-435,7,14580000,102060000,68040000,NV129,CN HCM,,,
7/28/2024,7,ĐH5603238,KH-0165,P-243,3,5505000,16515000,11010000,NV135,CN HCM,,,
7/28/2024,7,ĐH2062067,KH-0150,P-230,1,2790000,2790000,1860000,NV043,CN HCM,,,
7/28/2024,7,ĐH4164329,KH-0692,P-646,8,150000,1200000,800000,NV204,CN HCM,,,
7/28/2024,7,ĐH4171028,KH-0184,P-273,10,5580000,55800000,37200000,NV033,CN HCM,,,
7/28/2024,7,ĐH4145072,KH-0436,P-065,7,8130000,56910000,37940000,NV046,CN HCM,,,
7/28/2024,7,ĐH1971624,KH-0244,P-309,1,21435000,21435000,14290000,NV145,CN HCM,,,
7/28/2024,7,ĐH7204440,KH-0448,P-262,1,23205000,23205000,15470000,NV146,CN HCM,,,
7/29/2024,7,ĐH3232439,KH-0653,P-272,2,43200000,86400000,57600000,NV172,CN HCM,,,
7/29/2024,7,ĐH5532441,KH-0471,P-155,5,199425000,997125000,664750000,NV223,CN HCM,,,
7/29/2024,7,ĐH4454323,KH-0446,P-211,8,11610000,92880000,61920000,NV216,CN HCM,,,
7/29/2024,7,ĐH5479724,KH-0663,P-057,5,9645000,48225000,32150000,NV134,CN HCM,,,
7/29/2024,7,ĐH9857613,KH-0577,P-164,1,5445000,5445000,3630000,NV031,CN HCM,,,
7/29/2024,7,ĐH3804424,KH-0399,P-295,7,225000,1575000,1050000,NV112,CN HCM,,,
7/30/2024,7,ĐH1597892,KH-0593,P-140,9,12600000,113400000,75600000,NV197,CN HCM,,,
7/30/2024,7,ĐH4964411,KH-0350,P-524,8,1335000,10680000,7120000,NV112,CN HCM,,,
7/30/2024,7,ĐH8544675,KH-0363,P-161,5,221370000,1106850000,737900000,NV065,CN HCM,,,
7/30/2024,7,ĐH2840969,KH-0307,P-798,4,4680000,18720000,12480000,NV147,CN HCM,,,
7/31/2024,7,ĐH4033838,KH-0256,P-551,5,2610000,13050000,8700000,NV010,CN HCM,,,
7/31/2024,7,ĐH4328185,KH-0125,P-372,8,60720000,485760000,323840000,NV220,CN HCM,,,
7/31/2024,7,ĐH1238698,KH-0365,P-117,1,14475000,14475000,9650000,NV148,CN HCM,,,
7/31/2024,7,ĐH5180052,KH-0119,P-316,4,19260000,77040000,51360000,NV169,CN HCM,,,
7/31/2024,7,ĐH2561921,KH-0144,P-728,1,3000000,3000000,2000000,NV141,CN HCM,,,
7/31/2024,7,ĐH3091458,KH-0561,P-453,7,9885000,69195000,46130000,NV041,CN HCM,,,
7/31/2024,7,ĐH2688464,KH-0023,P-478,6,11715000,70290000,46860000,NV146,CN HCM,,,
7/31/2024,7,ĐH2532283,KH-0367,P-713,2,240000,480000,320000,NV243,CN HCM,,,
7/31/2024,7,ĐH4099447,KH-0386,P-774,5,795000,3975000,2650000,NV177,CN HCM,,,
7/31/2024,7,ĐH2188655,KH-0517,P-192,6,13995000,83970000,55980000,NV104,CN HCM,,,
7/31/2024,7,ĐH3836065,KH-0768,P-555,7,990000,6930000,4620000,NV053,CN HCM,,,
7/31/2024,7,ĐH8020585,KH-0598,P-789,1,2610000,2610000,1740000,NV071,CN HCM,,,
7/31/2024,7,ĐH4711448,KH-0177,P-107,9,43740000,393660000,262440000,NV236,CN HCM,,,
7/31/2024,7,ĐH4138064,KH-0546,P-654,7,120000,840000,560000,NV225,CN HCM,,,
7/31/2024,7,ĐH1669787,KH-0395,P-603,10,3840000,38400000,25600000,NV014,CN HCM,,,
7/31/2024,7,ĐH5833218,KH-0747,P-279,7,35580000,249060000,166040000,NV138,CN HCM,,,
8/1/2024,8,ĐH5559074,KH-0520,P-072,9,165000,1485000,990000,NV097,CN HCM,,,
8/1/2024,8,ĐH4855057,KH-0240,P-422,9,1905000,17145000,11430000,NV039,CN HCM,,,
8/1/2024,8,ĐH8417232,KH-0589,P-795,1,7875000,7875000,5250000,NV003,CN HCM,,,
8/1/2024,8,ĐH6326392,KH-0245,P-404,9,120000,1080000,720000,NV204,CN HCM,,,
8/1/2024,8,ĐH9322214,KH-0090,P-223,1,16770000,16770000,11180000,NV011,CN HCM,,,
8/2/2024,8,ĐH4043182,KH-0674,P-465,7,46950000,328650000,219100000,NV020,CN HCM,,,
8/2/2024,8,ĐH3280744,KH-0711,P-283,1,118770000,118770000,79180000,NV046,CN HCM,,,
8/2/2024,8,ĐH2261410,KH-0688,P-603,6,3840000,23040000,15360000,NV030,CN HCM,,,
8/2/2024,8,ĐH5610393,KH-0773,P-236,5,2250000,11250000,7500000,NV190,CN HCM,,,
8/2/2024,8,ĐH6888762,KH-0311,P-556,4,7410000,29640000,19760000,NV077,CN HCM,,,
8/2/2024,8,ĐH4136546,KH-0781,P-458,8,17685000,141480000,94320000,NV021,CN HCM,,,
8/2/2024,8,ĐH2237784,KH-0504,P-754,8,435000,3480000,2320000,NV039,CN HCM,,,
8/2/2024,8,ĐH4966298,KH-0657,P-382,6,10635000,63810000,42540000,NV099,CN HCM,,,
8/3/2024,8,ĐH7071845,KH-0744,P-470,9,34125000,307125000,204750000,NV136,CN HCM,,,
8/3/2024,8,ĐH8214289,KH-0101,P-423,9,4440000,39960000,26640000,NV197,CN HCM,,,
8/3/2024,8,ĐH8558279,KH-0252,P-206,2,780000,1560000,1040000,NV177,CN HCM,,,
8/3/2024,8,ĐH2264718,KH-0524,P-457,10,285000,2850000,1900000,NV164,CN HCM,,,
8/3/2024,8,ĐH1680665,KH-0693,P-296,8,240000,1920000,1280000,NV182,CN HCM,,,
8/3/2024,8,ĐH7370821,KH-0628,P-044,8,4170000,33360000,22240000,NV239,CN HCM,,,
8/4/2024,8,ĐH5760628,KH-0691,P-508,9,1215000,10935000,7290000,NV037,CN HCM,,,
8/4/2024,8,ĐH8778527,KH-0618,P-496,2,60450000,120900000,80600000,NV171,CN HCM,,,
8/4/2024,8,ĐH6423862,KH-0427,P-646,1,150000,150000,100000,NV233,CN HCM,,,
8/4/2024,8,ĐH2389041,KH-0005,P-365,2,11640000,23280000,15520000,NV150,CN HCM,,,
8/4/2024,8,ĐH8726042,KH-0418,P-250,7,46350000,324450000,216300000,NV233,CN HCM,,,
8/4/2024,8,ĐH9200492,KH-0589,P-533,1,7665000,7665000,5110000,NV070,CN HCM,,,
8/4/2024,8,ĐH4958860,KH-0741,P-784,7,480000,3360000,2240000,NV119,CN HCM,,,
8/4/2024,8,ĐH9140051,KH-0616,P-092,8,10035000,80280000,53520000,NV166,CN HCM,,,
8/5/2024,8,ĐH5571562,KH-0092,P-049,4,13755000,55020000,36680000,NV080,CN HCM,,,
8/5/2024,8,ĐH8566937,KH-0293,P-643,8,585000,4680000,3120000,NV232,CN HCM,,,
8/5/2024,8,ĐH2416082,KH-0572,P-285,5,2580000,12900000,8600000,NV077,CN HCM,,,
8/5/2024,8,ĐH2816865,KH-0216,P-713,7,240000,1680000,1120000,NV218,CN HCM,,,
8/5/2024,8,ĐH5371900,KH-0784,P-041,1,4440000,4440000,2960000,NV077,CN HCM,,,
8/5/2024,8,ĐH1967345,KH-0199,P-105,6,13560000,81360000,54240000,NV127,CN HCM,,,
8/5/2024,8,ĐH2392195,KH-0126,P-373,1,42450000,42450000,28300000,NV070,CN HCM,,,
8/5/2024,8,ĐH5297338,KH-0362,P-138,3,47685000,143055000,95370000,NV091,CN HCM,,,
8/5/2024,8,ĐH2403917,KH-0333,P-350,7,19005000,133035000,88690000,NV033,CN HCM,,,
8/6/2024,8,ĐH6465347,KH-0429,P-073,9,9795000,88155000,58770000,NV159,CN HCM,,,
8/6/2024,8,ĐH9725197,KH-0439,P-055,7,2010000,14070000,9380000,NV231,CN HCM,,,
8/6/2024,8,ĐH3363191,KH-0445,P-430,10,7935000,79350000,52900000,NV197,CN HCM,,,
8/6/2024,8,ĐH1181962,KH-0101,P-338,7,21795000,152565000,101710000,NV201,CN HCM,,,
8/6/2024,8,ĐH4469920,KH-0618,P-328,5,240000,1200000,800000,NV123,CN HCM,,,
8/6/2024,8,ĐH7597408,KH-0689,P-397,10,1005000,10050000,6700000,NV249,CN HCM,,,
8/6/2024,8,ĐH9920295,KH-0600,P-577,10,9345000,93450000,62300000,NV147,CN HCM,,,
8/6/2024,8,ĐH6561837,KH-0036,P-133,2,2865000,5730000,3820000,NV100,CN HCM,,,
8/6/2024,8,ĐH4335958,KH-0526,P-748,2,41955000,83910000,55940000,NV179,CN HCM,,,
8/6/2024,8,ĐH4193433,KH-0026,P-334,2,4005000,8010000,5340000,NV055,CN HCM,,,
8/7/2024,8,ĐH5008268,KH-0499,P-310,2,5520000,11040000,7360000,NV019,CN HCM,,,
8/7/2024,8,ĐH8007318,KH-0547,P-367,3,145080000,435240000,290160000,NV141,CN HCM,,,
8/7/2024,8,ĐH1552671,KH-0059,P-718,8,1170000,9360000,6240000,NV117,CN HCM,,,
8/7/2024,8,ĐH4431736,KH-0159,P-073,7,9795000,68565000,45710000,NV041,CN HCM,,,
8/7/2024,8,ĐH4077626,KH-0070,P-155,5,199425000,997125000,664750000,NV130,CN HCM,,,
8/7/2024,8,ĐH6768051,KH-0297,P-045,5,5475000,27375000,18250000,NV237,CN HCM,,,
8/7/2024,8,ĐH6978209,KH-0010,P-794,6,1365000,8190000,5460000,NV096,CN HCM,,,
8/7/2024,8,ĐH8910023,KH-0507,P-274,10,15540000,155400000,103600000,NV150,CN HCM,,,
8/7/2024,8,ĐH4251783,KH-0571,P-008,4,8805000,35220000,23480000,NV103,CN HCM,,,
8/7/2024,8,ĐH2801041,KH-0178,P-577,3,9345000,28035000,18690000,NV165,CN HCM,,,
8/7/2024,8,ĐH8316910,KH-0553,P-480,5,2715000,13575000,9050000,NV231,CN HCM,,,
8/7/2024,8,ĐH2606769,KH-0021,P-533,1,7665000,7665000,5110000,NV123,CN HCM,,,
8/8/2024,8,ĐH8260793,KH-0026,P-742,5,645000,3225000,2150000,NV019,CN HCM,,,
8/8/2024,8,ĐH1316446,KH-0657,P-797,6,6825000,40950000,27300000,NV155,CN HCM,,,
8/8/2024,8,ĐH6085629,KH-0462,P-268,9,24270000,218430000,145620000,NV207,CN HCM,,,
8/8/2024,8,ĐH4070759,KH-0256,P-106,10,27030000,270300000,180200000,NV222,CN HCM,,,
8/8/2024,8,ĐH6182404,KH-0572,P-124,10,14115000,141150000,94100000,NV054,CN HCM,,,
8/8/2024,8,ĐH7243317,KH-0764,P-190,10,330000,3300000,2200000,NV152,CN HCM,,,
8/8/2024,8,ĐH8755209,KH-0631,P-144,1,12585000,12585000,8390000,NV179,CN HCM,,,
