Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
8/10/2024,ĐH6964478,KH-0451,P-287,1,13185000,13185000,8790000,NV131,CN DN
8/10/2024,ĐH2300994,KH-0082,P-076,10,690000,6900000,4600000,NV208,CN DN
8/10/2024,ĐH2915079,KH-0291,P-042,9,4275000,38475000,25650000,NV020,CN DN
8/10/2024,ĐH4969152,KH-0417,P-281,8,24540000,196320000,130880000,NV135,CN HN
8/10/2024,ĐH9901081,KH-0354,P-559,6,11265000,67590000,45060000,NV017,CN HCM
8/10/2024,ĐH4362228,KH-0543,P-235,7,31950000,223650000,149100000,NV117,CN HN
8/10/2024,ĐH7240815,KH-0262,P-256,3,13575000,40725000,27150000,NV237,CN DN
8/10/2024,ĐH4191304,KH-0159,P-612,8,7410000,59280000,39520000,NV026,CN DN
8/10/2024,ĐH8700780,KH-0639,P-520,9,9975000,89775000,59850000,NV021,CN HN
8/11/2024,ĐH4357547,KH-0115,P-736,4,345000,1380000,920000,NV082,CN HCM
8/11/2024,ĐH2180187,KH-0550,P-109,2,12240000,24480000,16320000,NV129,CN HCM
8/11/2024,ĐH3333849,KH-0194,P-763,3,1425000,4275000,2850000,NV109,CN HCM
8/11/2024,ĐH5961447,KH-0274,P-283,6,118770000,712620000,475080000,NV123,CN DN
8/11/2024,ĐH6386876,KH-0017,P-362,2,4935000,9870000,6580000,NV193,CN DN
8/11/2024,ĐH7111462,KH-0748,P-436,10,4620000,46200000,30800000,NV241,CN HCM
8/11/2024,ĐH8194870,KH-0209,P-400,5,375000,1875000,1250000,NV086,CN HN
8/11/2024,ĐH2086141,KH-0123,P-458,8,17685000,141480000,94320000,NV074,CN DN
8/11/2024,ĐH6616569,KH-0100,P-641,10,1395000,13950000,9300000,NV036,CN DN
8/11/2024,ĐH6298371,KH-0030,P-556,2,7410000,14820000,9880000,NV241,CN HCM
8/11/2024,ĐH2182253,KH-0347,P-073,2,9795000,19590000,13060000,NV190,CN DN
8/11/2024,ĐH8091161,KH-0653,P-443,5,645000,3225000,2150000,NV006,CN HN
8/11/2024,ĐH6857135,KH-0318,P-620,5,10380000,51900000,34600000,NV098,CN HCM
8/11/2024,ĐH9069678,KH-0568,P-236,3,2250000,6750000,4500000,NV136,CN DN
8/11/2024,ĐH4675181,KH-0488,P-391,10,49875000,498750000,332500000,NV046,CN HN
8/11/2024,ĐH7397772,KH-0016,P-675,9,195000,1755000,1170000,NV219,CN HCM
8/11/2024,ĐH4922247,KH-0289,P-143,9,20550000,184950000,123300000,NV208,CN DN
8/11/2024,ĐH4764118,KH-0431,P-578,9,11925000,107325000,71550000,NV225,CN DN
8/11/2024,ĐH4473114,KH-0617,P-378,6,855000,5130000,3420000,NV072,CN DN
8/11/2024,ĐH8013248,KH-0057,P-292,5,1590000,7950000,5300000,NV004,CN DN
8/11/2024,ĐH4692277,KH-0714,P-151,5,684450000,3422250000,2281500000,NV038,CN DN
8/11/2024,ĐH9682788,KH-0368,P-751,9,30000,270000,180000,NV043,CN DN
8/11/2024,ĐH2715257,KH-0477,P-033,4,16650000,66600000,44400000,NV136,CN HN
8/11/2024,ĐH7719508,KH-0356,P-096,10,1770000,17700000,11800000,NV103,CN HCM
8/11/2024,ĐH5061775,KH-0130,P-722,1,7770000,7770000,5180000,NV108,CN HN
8/11/2024,ĐH5011343,KH-0451,P-383,10,90000,900000,600000,NV189,CN HCM
8/11/2024,ĐH5753566,KH-0048,P-032,8,8580000,68640000,45760000,NV086,CN HN
8/11/2024,ĐH8468096,KH-0465,P-419,10,12600000,126000000,84000000,NV151,CN HCM
8/11/2024,ĐH6363221,KH-0243,P-159,7,342225000,2395575000,1597050000,NV004,CN HCM
8/11/2024,ĐH5422056,KH-0058,P-736,1,345000,345000,230000,NV123,CN DN
8/11/2024,ĐH7961324,KH-0146,P-311,10,615000,6150000,4100000,NV245,CN HN
8/11/2024,ĐH3993643,KH-0612,P-279,6,35580000,213480000,142320000,NV228,CN HCM
8/12/2024,ĐH7172169,KH-0147,P-125,10,6660000,66600000,44400000,NV231,CN DN
8/12/2024,ĐH7151980,KH-0775,P-568,5,61110000,305550000,203700000,NV051,CN DN
8/12/2024,ĐH7027211,KH-0104,P-248,7,705000,4935000,3290000,NV171,CN HCM
8/12/2024,ĐH3799741,KH-0332,P-122,8,2775000,22200000,14800000,NV051,CN HN
8/12/2024,ĐH1374961,KH-0482,P-643,3,585000,1755000,1170000,NV019,CN HN
8/12/2024,ĐH4786132,KH-0213,P-111,1,18015000,18015000,12010000,NV012,CN DN
8/12/2024,ĐH1380545,KH-0326,P-792,9,375000,3375000,2250000,NV038,CN HN
8/12/2024,ĐH4132584,KH-0087,P-151,6,684450000,4106700000,2737800000,NV040,CN HN
8/12/2024,ĐH1119880,KH-0598,P-578,10,11925000,119250000,79500000,NV225,CN HCM
8/12/2024,ĐH3228665,KH-0351,P-752,1,2700000,2700000,1800000,NV090,CN DN
8/12/2024,ĐH7318760,KH-0321,P-060,8,1185000,9480000,6320000,NV178,CN DN
8/12/2024,ĐH5628484,KH-0498,P-194,9,675000,6075000,4050000,NV206,CN DN
8/12/2024,ĐH2548674,KH-0730,P-164,3,5445000,16335000,10890000,NV184,CN HN
8/12/2024,ĐH9983482,KH-0352,P-424,4,9735000,38940000,25960000,NV222,CN HCM
8/12/2024,ĐH8316259,KH-0701,P-369,10,19485000,194850000,129900000,NV206,CN HN
8/12/2024,ĐH9582845,KH-0781,P-553,5,15600000,78000000,52000000,NV215,CN HN
8/12/2024,ĐH3614596,KH-0253,P-652,8,120000,960000,640000,NV042,CN DN
8/12/2024,ĐH8810341,KH-0129,P-792,8,375000,3000000,2000000,NV234,CN DN
8/13/2024,ĐH1059200,KH-0316,P-273,10,5580000,55800000,37200000,NV062,CN HN
8/13/2024,ĐH8822512,KH-0354,P-040,8,20745000,165960000,110640000,NV168,CN HN
8/13/2024,ĐH4526897,KH-0460,P-375,5,8460000,42300000,28200000,NV083,CN DN
8/13/2024,ĐH9859115,KH-0579,P-714,9,26280000,236520000,157680000,NV098,CN HN
8/13/2024,ĐH8650704,KH-0050,P-235,10,31950000,319500000,213000000,NV058,CN HCM
8/13/2024,ĐH6351788,KH-0021,P-089,7,2550000,17850000,11900000,NV070,CN HN
8/13/2024,ĐH5070886,KH-0535,P-578,9,11925000,107325000,71550000,NV156,CN DN
8/13/2024,ĐH3068903,KH-0769,P-529,1,2625000,2625000,1750000,NV074,CN HCM
8/13/2024,ĐH7081716,KH-0171,P-308,5,300000,1500000,1000000,NV181,CN DN
8/13/2024,ĐH5334346,KH-0706,P-006,9,6870000,61830000,41220000,NV217,CN DN
8/13/2024,ĐH1801430,KH-0513,P-635,4,930000,3720000,2480000,NV153,CN HCM
8/13/2024,ĐH5650673,KH-0128,P-789,6,2610000,15660000,10440000,NV147,CN HCM
8/13/2024,ĐH1325402,KH-0177,P-239,4,25635000,102540000,68360000,NV043,CN DN
8/13/2024,ĐH9257028,KH-0335,P-513,2,975000,1950000,1300000,NV208,CN DN
8/13/2024,ĐH7157549,KH-0235,P-769,2,345000,690000,460000,NV106,CN HCM
8/13/2024,ĐH8444858,KH-0679,P-434,3,14580000,43740000,29160000,NV175,CN HCM
8/13/2024,ĐH6381245,KH-0482,P-220,3,160875000,482625000,321750000,NV165,CN HCM
8/13/2024,ĐH9039970,KH-0573,P-589,10,1350000,13500000,9000000,NV041,CN HN
8/13/2024,ĐH8565236,KH-0527,P-355,5,67860000,339300000,226200000,NV065,CN HCM
8/13/2024,ĐH7823535,KH-0119,P-563,2,2145000,4290000,2860000,NV163,CN DN
8/13/2024,ĐH4342703,KH-0421,P-508,4,1215000,4860000,3240000,NV039,CN DN
8/13/2024,ĐH3578317,KH-0725,P-014,2,7995000,15990000,10660000,NV033,CN DN
8/13/2024,ĐH3931018,KH-0695,P-234,9,252510000,2272590000,1515060000,NV042,CN HCM
8/13/2024,ĐH9059688,KH-0038,P-264,7,5265000,36855000,24570000,NV178,CN HN
8/13/2024,ĐH3524522,KH-0538,P-080,1,9600000,9600000,6400000,NV101,CN HN
8/13/2024,ĐH7657987,KH-0116,P-531,8,2520000,20160000,13440000,NV060,CN HCM
8/14/2024,ĐH5602484,KH-0319,P-691,1,3450000,3450000,2300000,NV166,CN HCM
8/14/2024,ĐH5216042,KH-0505,P-103,8,8940000,71520000,47680000,NV124,CN DN
8/14/2024,ĐH3007343,KH-0366,P-526,5,12975000,64875000,43250000,NV231,CN DN
8/14/2024,ĐH6578863,KH-0658,P-103,2,8940000,17880000,11920000,NV146,CN HCM
8/14/2024,ĐH1989161,KH-0224,P-665,5,3495000,17475000,11650000,NV039,CN HN
8/14/2024,ĐH6526896,KH-0077,P-018,4,2940000,11760000,7840000,NV066,CN HCM
8/14/2024,ĐH4359016,KH-0076,P-517,4,30420000,121680000,81120000,NV049,CN HCM
8/14/2024,ĐH4802596,KH-0312,P-464,4,945000,3780000,2520000,NV110,CN HN
8/14/2024,ĐH9764274,KH-0382,P-334,1,4005000,4005000,2670000,NV016,CN DN
8/14/2024,ĐH1706705,KH-0736,P-414,4,13320000,53280000,35520000,NV045,CN HN
8/14/2024,ĐH4286038,KH-0352,P-102,10,2820000,28200000,18800000,NV039,CN DN
8/14/2024,ĐH1796347,KH-0470,P-229,2,750000,1500000,1000000,NV192,CN HCM
8/14/2024,ĐH8412845,KH-0556,P-783,3,11445000,34335000,22890000,NV118,CN DN
8/14/2024,ĐH2249398,KH-0534,P-043,9,17925000,161325000,107550000,NV118,CN HCM
8/14/2024,ĐH6569718,KH-0337,P-434,1,14580000,14580000,9720000,NV018,CN HCM
8/14/2024,ĐH3440968,KH-0247,P-785,1,720000,720000,480000,NV039,CN HCM
8/14/2024,ĐH7552298,KH-0269,P-716,3,840000,2520000,1680000,NV120,CN HN
8/14/2024,ĐH7101854,KH-0565,P-606,10,315000,3150000,2100000,NV088,CN HCM
8/14/2024,ĐH8955765,KH-0006,P-077,5,2430000,12150000,8100000,NV154,CN HN
8/14/2024,ĐH9148468,KH-0748,P-155,1,199425000,199425000,132950000,NV223,CN HCM
8/14/2024,ĐH7515761,KH-0670,P-303,6,77040000,462240000,308160000,NV148,CN HCM
8/14/2024,ĐH7609932,KH-0688,P-575,6,27150000,162900000,108600000,NV054,CN HN
8/14/2024,ĐH2513805,KH-0310,P-224,10,1335000,13350000,8900000,NV094,CN HCM
8/14/2024,ĐH3074750,KH-0306,P-213,4,19995000,79980000,53320000,NV005,CN HN
8/14/2024,ĐH5739152,KH-0029,P-773,1,825000,825000,550000,NV239,CN HCM
8/15/2024,ĐH7545107,KH-0035,P-466,2,7980000,15960000,10640000,NV131,CN HCM
8/15/2024,ĐH8740918,KH-0520,P-085,1,5835000,5835000,3890000,NV203,CN HCM
8/15/2024,ĐH5487776,KH-0740,P-154,5,39495000,197475000,131650000,NV086,CN DN
8/15/2024,ĐH7027647,KH-0368,P-273,8,5580000,44640000,29760000,NV118,CN HCM
8/15/2024,ĐH8238860,KH-0531,P-588,9,225000,2025000,1350000,NV244,CN HCM
8/15/2024,ĐH7912087,KH-0203,P-611,6,7980000,47880000,31920000,NV065,CN HN
8/15/2024,ĐH6600686,KH-0302,P-147,7,524310000,3670170000,2446780000,NV185,CN HCM
8/15/2024,ĐH3306608,KH-0743,P-389,9,5835000,52515000,35010000,NV124,CN HCM
8/15/2024,ĐH4595854,KH-0573,P-308,4,300000,1200000,800000,NV148,CN HCM
8/15/2024,ĐH3205566,KH-0666,P-231,4,135000,540000,360000,NV074,CN HCM
8/15/2024,ĐH4766519,KH-0441,P-133,5,2865000,14325000,9550000,NV045,CN HN
8/15/2024,ĐH1269047,KH-0439,P-256,8,13575000,108600000,72400000,NV134,CN DN
8/15/2024,ĐH3502335,KH-0217,P-324,7,11580000,81060000,54040000,NV093,CN HCM
8/15/2024,ĐH3315743,KH-0108,P-047,6,12705000,76230000,50820000,NV234,CN HCM
8/15/2024,ĐH7060174,KH-0305,P-063,4,11520000,46080000,30720000,NV029,CN DN
8/15/2024,ĐH1950813,KH-0098,P-569,9,510000,4590000,3060000,NV130,CN HN
8/15/2024,ĐH9092479,KH-0396,P-072,1,165000,165000,110000,NV195,CN DN
8/15/2024,ĐH5011820,KH-0277,P-482,5,8835000,44175000,29450000,NV021,CN DN
8/15/2024,ĐH7631994,KH-0736,P-604,5,2850000,14250000,9500000,NV011,CN HCM
8/15/2024,ĐH2164483,KH-0176,P-721,9,315000,2835000,1890000,NV170,CN HCM
8/15/2024,ĐH9657654,KH-0461,P-706,7,7440000,52080000,34720000,NV023,CN HCM
8/15/2024,ĐH4386824,KH-0155,P-129,7,10515000,73605000,49070000,NV089,CN DN
8/15/2024,ĐH5819809,KH-0658,P-676,2,405000,810000,540000,NV029,CN HCM
8/15/2024,ĐH8874352,KH-0234,P-241,3,178800000,536400000,357600000,NV027,CN DN
8/15/2024,ĐH9368982,KH-0757,P-560,2,1470000,2940000,1960000,NV031,CN HN
8/15/2024,ĐH2927367,KH-0612,P-087,4,12390000,49560000,33040000,NV061,CN HN
8/15/2024,ĐH7036262,KH-0409,P-061,2,510000,1020000,680000,NV192,CN HCM
8/15/2024,ĐH4318850,KH-0746,P-568,4,61110000,244440000,162960000,NV043,CN DN
8/15/2024,ĐH8046787,KH-0584,P-680,10,4920000,49200000,32800000,NV247,CN DN
8/15/2024,ĐH9428257,KH-0421,P-480,5,2715000,13575000,9050000,NV148,CN HCM
8/15/2024,ĐH2350257,KH-0477,P-364,4,4500000,18000000,12000000,NV228,CN DN
8/15/2024,ĐH1995980,KH-0627,P-794,4,1365000,5460000,3640000,NV013,CN HCM
8/16/2024,ĐH3090209,KH-0269,P-619,3,20640000,61920000,41280000,NV092,CN DN
8/16/2024,ĐH7471875,KH-0361,P-530,7,28980000,202860000,135240000,NV244,CN HCM
8/16/2024,ĐH7896017,KH-0122,P-197,4,38850000,155400000,103600000,NV125,CN HN
8/16/2024,ĐH6798144,KH-0068,P-213,1,19995000,19995000,13330000,NV213,CN HCM
8/16/2024,ĐH6002287,KH-0074,P-169,5,8880000,44400000,29600000,NV150,CN HCM
8/16/2024,ĐH3923776,KH-0641,P-563,10,2145000,21450000,14300000,NV017,CN HCM
8/16/2024,ĐH2880965,KH-0631,P-512,4,90000,360000,240000,NV148,CN DN
8/16/2024,ĐH3269146,KH-0650,P-617,5,4110000,20550000,13700000,NV032,CN DN
8/16/2024,ĐH8331831,KH-0407,P-173,3,32265000,96795000,64530000,NV150,CN DN
8/16/2024,ĐH8568231,KH-0550,P-230,10,2790000,27900000,18600000,NV044,CN HCM
8/16/2024,ĐH7055198,KH-0559,P-745,4,1110000,4440000,2960000,NV074,CN HCM
8/16/2024,ĐH8225063,KH-0445,P-043,4,17925000,71700000,47800000,NV248,CN HN
8/16/2024,ĐH3246577,KH-0681,P-758,2,17400000,34800000,23200000,NV218,CN HN
8/16/2024,ĐH2262716,KH-0055,P-049,9,13755000,123795000,82530000,NV188,CN DN
8/16/2024,ĐH1441219,KH-0152,P-021,9,17700000,159300000,106200000,NV238,CN DN
8/16/2024,ĐH8133895,KH-0555,P-298,6,12585000,75510000,50340000,NV118,CN DN
8/16/2024,ĐH9647445,KH-0289,P-408,6,16005000,96030000,64020000,NV182,CN HN
8/16/2024,ĐH8010416,KH-0294,P-271,5,3915000,19575000,13050000,NV116,CN DN
8/16/2024,ĐH9702565,KH-0727,P-745,7,1110000,7770000,5180000,NV083,CN HN
8/16/2024,ĐH6676936,KH-0328,P-763,2,1425000,2850000,1900000,NV183,CN HN
8/16/2024,ĐH8923203,KH-0465,P-234,5,252510000,1262550000,841700000,NV219,CN HCM
8/16/2024,ĐH1122217,KH-0423,P-688,8,450000,3600000,2400000,NV014,CN DN
8/16/2024,ĐH3803633,KH-0122,P-475,8,150000,1200000,800000,NV184,CN DN
8/16/2024,ĐH7626196,KH-0369,P-214,6,97500000,585000000,390000000,NV205,CN HN
8/16/2024,ĐH7094018,KH-0653,P-721,4,315000,1260000,840000,NV051,CN HN
8/16/2024,ĐH4899194,KH-0445,P-131,5,7170000,35850000,23900000,NV147,CN DN
8/16/2024,ĐH5480502,KH-0710,P-031,1,1050000,1050000,700000,NV114,CN DN
8/17/2024,ĐH5401544,KH-0673,P-139,9,2865000,25785000,17190000,NV068,CN DN
8/17/2024,ĐH2126982,KH-0780,P-422,4,1905000,7620000,5080000,NV181,CN HN
8/17/2024,ĐH8999659,KH-0786,P-754,3,435000,1305000,870000,NV194,CN HN
8/17/2024,ĐH2099641,KH-0211,P-066,4,35595000,142380000,94920000,NV133,CN DN
8/17/2024,ĐH6037379,KH-0515,P-337,8,2100000,16800000,11200000,NV017,CN HN
8/17/2024,ĐH4498370,KH-0131,P-430,10,7935000,79350000,52900000,NV108,CN HCM
8/17/2024,ĐH5416808,KH-0052,P-105,1,13560000,13560000,9040000,NV006,CN DN
8/17/2024,ĐH5705269,KH-0748,P-100,8,16035000,128280000,85520000,NV102,CN DN
8/17/2024,ĐH4855780,KH-0766,P-369,10,19485000,194850000,129900000,NV144,CN DN
8/17/2024,ĐH7242271,KH-0780,P-058,2,16410000,32820000,21880000,NV170,CN DN
8/17/2024,ĐH1864259,KH-0336,P-481,9,8955000,80595000,53730000,NV090,CN HCM
8/17/2024,ĐH9799972,KH-0696,P-108,5,29580000,147900000,98600000,NV249,CN HCM
8/17/2024,ĐH8008317,KH-0324,P-558,10,3000000,30000000,20000000,NV248,CN DN
8/17/2024,ĐH3346443,KH-0060,P-672,6,4200000,25200000,16800000,NV021,CN DN
8/17/2024,ĐH6890911,KH-0752,P-669,1,3315000,3315000,2210000,NV051,CN HCM
8/17/2024,ĐH4413464,KH-0031,P-630,6,1905000,11430000,7620000,NV233,CN DN
8/17/2024,ĐH5740271,KH-0422,P-103,7,8940000,62580000,41720000,NV192,CN DN
8/17/2024,ĐH2932014,KH-0730,P-532,5,585000,2925000,1950000,NV019,CN HN
8/17/2024,ĐH6647568,KH-0510,P-350,7,19005000,133035000,88690000,NV157,CN DN
8/17/2024,ĐH1726175,KH-0453,P-602,2,9135000,18270000,12180000,NV116,CN DN
8/17/2024,ĐH2671833,KH-0655,P-685,9,5850000,52650000,35100000,NV025,CN HCM
8/17/2024,ĐH5145257,KH-0371,P-083,1,12720000,12720000,8480000,NV113,CN HN
8/18/2024,ĐH2397757,KH-0348,P-746,3,150000,450000,300000,NV004,CN HCM
8/18/2024,ĐH9334505,KH-0236,P-064,1,3615000,3615000,2410000,NV155,CN DN
8/18/2024,ĐH7065729,KH-0229,P-611,6,7980000,47880000,31920000,NV065,CN DN
8/18/2024,ĐH9706127,KH-0677,P-017,7,3960000,27720000,18480000,NV118,CN HCM
8/18/2024,ĐH6061464,KH-0161,P-209,4,6345000,25380000,16920000,NV147,CN DN
8/18/2024,ĐH5707271,KH-0426,P-073,6,9795000,58770000,39180000,NV076,CN DN
8/18/2024,ĐH2518876,KH-0453,P-180,5,8085000,40425000,26950000,NV085,CN HCM
8/18/2024,ĐH7004960,KH-0308,P-059,10,4365000,43650000,29100000,NV153,CN HCM
8/18/2024,ĐH6310072,KH-0207,P-024,3,8310000,24930000,16620000,NV040,CN HCM
8/18/2024,ĐH6691152,KH-0655,P-665,2,3495000,6990000,4660000,NV024,CN HN
8/18/2024,ĐH4437972,KH-0759,P-337,7,2100000,14700000,9800000,NV037,CN DN
8/18/2024,ĐH4528736,KH-0410,P-581,2,34605000,69210000,46140000,NV048,CN DN
8/18/2024,ĐH8396115,KH-0527,P-152,10,250095000,2500950000,1667300000,NV196,CN HN
8/18/2024,ĐH8384328,KH-0361,P-071,9,795000,7155000,4770000,NV185,CN DN
8/18/2024,ĐH7186754,KH-0397,P-193,2,14220000,28440000,18960000,NV087,CN DN
8/18/2024,ĐH3263842,KH-0749,P-622,10,510000,5100000,3400000,NV049,CN HCM
8/18/2024,ĐH5808325,KH-0660,P-588,6,225000,1350000,900000,NV006,CN HN
8/18/2024,ĐH8217370,KH-0375,P-214,6,97500000,585000000,390000000,NV069,CN DN
8/18/2024,ĐH7047582,KH-0561,P-787,2,5790000,11580000,7720000,NV205,CN HCM
8/18/2024,ĐH2909966,KH-0703,P-585,10,720000,7200000,4800000,NV082,CN DN
8/18/2024,ĐH2292406,KH-0066,P-138,2,47685000,95370000,63580000,NV178,CN DN
8/18/2024,ĐH1183515,KH-0071,P-442,10,1905000,19050000,12700000,NV204,CN HCM
8/18/2024,ĐH6118786,KH-0380,P-188,6,6840000,41040000,27360000,NV002,CN HCM
8/18/2024,ĐH5624856,KH-0480,P-092,5,10035000,50175000,33450000,NV076,CN HCM
8/18/2024,ĐH1402587,KH-0011,P-647,6,9555000,57330000,38220000,NV001,CN HCM
8/18/2024,ĐH1260205,KH-0181,P-446,4,13650000,54600000,36400000,NV190,CN HN
8/18/2024,ĐH3938082,KH-0243,P-061,1,510000,510000,340000,NV191,CN DN
8/19/2024,ĐH6022097,KH-0745,P-178,9,47445000,427005000,284670000,NV036,CN DN
8/19/2024,ĐH3709853,KH-0041,P-632,9,7290000,65610000,43740000,NV108,CN HCM
8/19/2024,ĐH8898138,KH-0307,P-688,5,450000,2250000,1500000,NV225,CN DN
8/19/2024,ĐH8132877,KH-0784,P-205,3,19800000,59400000,39600000,NV220,CN HCM
8/19/2024,ĐH2915388,KH-0647,P-263,4,16800000,67200000,44800000,NV248,CN DN
8/19/2024,ĐH7112143,KH-0579,P-471,9,1845000,16605000,11070000,NV029,CN DN
8/19/2024,ĐH7100321,KH-0168,P-781,10,6420000,64200000,42800000,NV129,CN HN
8/19/2024,ĐH8632633,KH-0390,P-033,4,16650000,66600000,44400000,NV206,CN HCM
8/19/2024,ĐH6107263,KH-0103,P-414,2,13320000,26640000,17760000,NV099,CN HN
8/19/2024,ĐH7457547,KH-0172,P-639,9,5625000,50625000,33750000,NV123,CN HCM
8/19/2024,ĐH2655920,KH-0531,P-133,3,2865000,8595000,5730000,NV245,CN HCM
8/19/2024,ĐH2479230,KH-0122,P-355,8,67860000,542880000,361920000,NV132,CN HCM
8/19/2024,ĐH1600185,KH-0317,P-547,9,315000,2835000,1890000,NV088,CN HN
8/19/2024,ĐH7376415,KH-0282,P-508,5,1215000,6075000,4050000,NV095,CN DN
8/19/2024,ĐH9096242,KH-0481,P-428,6,13110000,78660000,52440000,NV180,CN HN
8/19/2024,ĐH2857650,KH-0395,P-705,3,9300000,27900000,18600000,NV047,CN HCM
8/19/2024,ĐH5551347,KH-0718,P-025,2,18225000,36450000,24300000,NV202,CN HN
8/19/2024,ĐH1256795,KH-0091,P-034,9,17235000,155115000,103410000,NV158,CN DN
8/19/2024,ĐH5852869,KH-0259,P-484,6,915000,5490000,3660000,NV049,CN HN
8/19/2024,ĐH3510091,KH-0517,P-469,1,1905000,1905000,1270000,NV105,CN DN
8/19/2024,ĐH3828263,KH-0498,P-776,10,2685000,26850000,17900000,NV037,CN DN
8/19/2024,ĐH3954492,KH-0099,P-523,4,1035000,4140000,2760000,NV151,CN DN
8/19/2024,ĐH6738889,KH-0472,P-696,1,30105000,30105000,20070000,NV197,CN HCM
8/19/2024,ĐH7153771,KH-0090,P-061,8,510000,4080000,2720000,NV224,CN HCM
8/19/2024,ĐH1522405,KH-0572,P-704,9,480000,4320000,2880000,NV219,CN HN
8/19/2024,ĐH2556478,KH-0019,P-365,6,11640000,69840000,46560000,NV126,CN DN
8/19/2024,ĐH1346664,KH-0487,P-406,5,8310000,41550000,27700000,NV109,CN DN
8/19/2024,ĐH9091691,KH-0170,P-363,4,46665000,186660000,124440000,NV011,CN HN
8/19/2024,ĐH4407686,KH-0233,P-206,8,780000,6240000,4160000,NV187,CN DN
8/20/2024,ĐH5839260,KH-0247,P-124,3,14115000,42345000,28230000,NV196,CN DN
8/20/2024,ĐH7322249,KH-0566,P-122,7,2775000,19425000,12950000,NV181,CN DN
8/20/2024,ĐH1651455,KH-0331,P-743,3,270000,810000,540000,NV106,CN HN
8/20/2024,ĐH4313806,KH-0242,P-778,5,900000,4500000,3000000,NV102,CN DN
8/20/2024,ĐH2308225,KH-0541,P-456,7,8160000,57120000,38080000,NV154,CN DN
8/20/2024,ĐH6005425,KH-0248,P-221,8,19800000,158400000,105600000,NV190,CN HCM
8/20/2024,ĐH9366294,KH-0747,P-524,9,1335000,12015000,8010000,NV114,CN HN
8/20/2024,ĐH5846719,KH-0627,P-741,8,23580000,188640000,125760000,NV046,CN HN
8/20/2024,ĐH9442827,KH-0215,P-169,3,8880000,26640000,17760000,NV222,CN HN
8/20/2024,ĐH9431223,KH-0464,P-723,6,2355000,14130000,9420000,NV169,CN HN
8/20/2024,ĐH5379595,KH-0165,P-403,3,105000,315000,210000,NV238,CN DN
8/20/2024,ĐH6981560,KH-0045,P-578,7,11925000,83475000,55650000,NV130,CN DN
8/20/2024,ĐH7946698,KH-0386,P-680,1,4920000,4920000,3280000,NV197,CN HCM
8/20/2024,ĐH1559001,KH-0318,P-667,10,1785000,17850000,11900000,NV039,CN DN
8/20/2024,ĐH8285925,KH-0631,P-014,7,7995000,55965000,37310000,NV132,CN HN
8/20/2024,ĐH8806817,KH-0710,P-291,8,1230000,9840000,6560000,NV084,CN HCM
8/20/2024,ĐH3042998,KH-0282,P-096,4,1770000,7080000,4720000,NV064,CN HN
8/20/2024,ĐH7103799,KH-0524,P-627,4,990000,3960000,2640000,NV229,CN HCM
8/20/2024,ĐH6233379,KH-0590,P-229,9,750000,6750000,4500000,NV081,CN HCM
8/20/2024,ĐH9620492,KH-0701,P-690,1,6915000,6915000,4610000,NV092,CN HN
8/20/2024,ĐH9206708,KH-0076,P-782,8,7635000,61080000,40720000,NV156,CN HN
8/20/2024,ĐH4710593,KH-0657,P-671,8,585000,4680000,3120000,NV044,CN HN
8/20/2024,ĐH3977224,KH-0393,P-277,3,14595000,43785000,29190000,NV197,CN HCM
8/20/2024,ĐH9791879,KH-0138,P-349,10,24780000,247800000,165200000,NV084,CN HCM
8/20/2024,ĐH6439083,KH-0117,P-047,8,12705000,101640000,67760000,NV129,CN DN
8/20/2024,ĐH8643642,KH-0166,P-246,10,6090000,60900000,40600000,NV042,CN DN
8/20/2024,ĐH2889752,KH-0015,P-323,2,3195000,6390000,4260000,NV076,CN HN
8/20/2024,ĐH2107667,KH-0492,P-078,8,3570000,28560000,19040000,NV125,CN HN
8/20/2024,ĐH8811653,KH-0770,P-616,8,555000,4440000,2960000,NV007,CN HCM
8/20/2024,ĐH7867813,KH-0599,P-425,6,27300000,163800000,109200000,NV212,CN HCM
8/20/2024,ĐH4759710,KH-0422,P-728,5,3000000,15000000,10000000,NV065,CN DN
8/20/2024,ĐH6540552,KH-0472,P-516,1,10545000,10545000,7030000,NV082,CN DN
8/20/2024,ĐH1098973,KH-0654,P-249,4,1635000,6540000,4360000,NV244,CN DN
8/20/2024,ĐH7006699,KH-0734,P-192,4,13995000,55980000,37320000,NV131,CN HN
8/20/2024,ĐH4903052,KH-0734,P-406,9,8310000,74790000,49860000,NV103,CN DN
8/20/2024,ĐH4682280,KH-0197,P-558,3,3000000,9000000,6000000,NV019,CN DN
8/21/2024,ĐH9283844,KH-0126,P-524,5,1335000,6675000,4450000,NV099,CN HCM
8/21/2024,ĐH2145216,KH-0222,P-622,1,510000,510000,340000,NV123,CN DN
8/21/2024,ĐH1314530,KH-0490,P-059,2,4365000,8730000,5820000,NV099,CN HN
8/21/2024,ĐH3879504,KH-0195,P-606,5,315000,1575000,1050000,NV161,CN HCM
8/21/2024,ĐH3822493,KH-0158,P-678,4,285000,1140000,760000,NV163,CN HCM
8/21/2024,ĐH1010062,KH-0377,P-663,2,25890000,51780000,34520000,NV146,CN HN
