Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,Chi nhánh,,,
7/15/2024,"7,00",ĐH7830200,KH-0127,P-456,7,8160000,57120000,38080000,NV157,CN DN,,,,
7/15/2024,"7,00",ĐH9683738,KH-0318,P-489,9,88395000,795555000,530370000,NV004,CN DN,,,,
7/15/2024,"7,00",ĐH1680245,KH-0462,P-434,7,14580000,102060000,68040000,NV126,CN DN,,,,
7/16/2024,"7,00",ĐH2325137,KH-0425,P-391,5,49875000,249375000,166250000,NV046,CN DN,,,,
7/16/2024,"7,00",ĐH3873838,KH-0767,P-347,3,39420000,118260000,78840000,NV233,CN DN,,,,
7/16/2024,"7,00",ĐH6641579,KH-0197,P-668,5,2175000,10875000,7250000,NV080,CN DN,,,,
7/16/2024,"7,00",ĐH4749712,KH-0699,P-344,5,39675000,198375000,132250000,NV108,CN DN,,,,
7/16/2024,"7,00",ĐH5679091,KH-0361,P-544,4,18780000,75120000,50080000,NV027,CN DN,,,,
7/16/2024,"7,00",ĐH8877120,KH-0214,P-409,1,10365000,10365000,6910000,NV224,CN DN,,,,
7/17/2024,"7,00",ĐH1821548,KH-0609,P-289,8,1350000,10800000,7200000,NV158,CN DN,,,,
7/17/2024,"7,00",ĐH8545678,KH-0173,P-092,9,10035000,90315000,60210000,NV064,CN DN,,,,
7/17/2024,"7,00",ĐH2303763,KH-0326,P-024,7,8310000,58170000,38780000,NV103,CN DN,,,,
7/18/2024,"7,00",ĐH8982309,KH-0751,P-679,5,2565000,12825000,8550000,NV219,CN DN,,,,
7/18/2024,"7,00",ĐH1423373,KH-0406,P-113,10,67380000,673800000,449200000,NV138,CN DN,,,,
7/18/2024,"7,00",ĐH3501611,KH-0745,P-040,9,20745000,186705000,124470000,NV239,CN DN,,,,
7/18/2024,"7,00",ĐH8442247,KH-0629,P-085,2,5835000,11670000,7780000,NV074,CN DN,,,,
7/18/2024,"7,00",ĐH3320621,KH-0543,P-517,1,30420000,30420000,20280000,NV067,CN DN,,,,
7/19/2024,"7,00",ĐH4957376,KH-0021,P-164,3,5445000,16335000,10890000,NV194,CN DN,,,,
7/19/2024,"7,00",ĐH2256631,KH-0625,P-474,1,3705000,3705000,2470000,NV047,CN DN,,,,
7/19/2024,"7,00",ĐH2769071,KH-0693,P-094,9,19380000,174420000,116280000,NV180,CN DN,,,,
7/19/2024,"7,00",ĐH8570870,KH-0728,P-038,8,5490000,43920000,29280000,NV005,CN DN,,,,
7/19/2024,"7,00",ĐH6735343,KH-0562,P-437,3,38415000,115245000,76830000,NV179,CN DN,,,,
7/19/2024,"7,00",ĐH8260784,KH-0406,P-623,8,24870000,198960000,132640000,NV004,CN DN,,,,
7/19/2024,"7,00",ĐH3201513,KH-0265,P-760,2,1305000,2610000,1740000,NV015,CN DN,,,,
7/19/2024,"7,00",ĐH7630824,KH-0071,P-730,5,4635000,23175000,15450000,NV079,CN DN,,,,
7/19/2024,"7,00",ĐH7856281,KH-0572,P-390,5,1935000,9675000,6450000,NV249,CN DN,,,,
7/20/2024,"7,00",ĐH6716701,KH-0315,P-531,5,2520000,12600000,8400000,NV067,CN DN,,,,
7/20/2024,"7,00",ĐH3147323,KH-0091,P-396,4,1215000,4860000,3240000,NV092,CN DN,,,,
7/20/2024,"7,00",ĐH4222349,KH-0486,P-152,3,250095000,750285000,500190000,NV210,CN DN,,,,
7/20/2024,"7,00",ĐH3959924,KH-0454,P-370,3,22530000,67590000,45060000,NV182,CN DN,,,,
7/20/2024,"7,00",ĐH2577866,KH-0371,P-707,8,10890000,87120000,58080000,NV061,CN DN,,,,
7/20/2024,"7,00",ĐH6120036,KH-0275,P-091,4,2175000,8700000,5800000,NV076,CN DN,,,,
7/20/2024,"7,00",ĐH5425138,KH-0661,P-745,2,1110000,2220000,1480000,NV097,CN DN,,,,
7/20/2024,"7,00",ĐH7589906,KH-0244,P-793,3,9390000,28170000,18780000,NV092,CN DN,,,,
7/20/2024,"7,00",ĐH5479527,KH-0497,P-446,9,13650000,122850000,81900000,NV115,CN DN,,,,
7/20/2024,"7,00",ĐH9839562,KH-0741,P-284,7,30825000,215775000,143850000,NV215,CN DN,,,,
7/20/2024,"7,00",ĐH3232098,KH-0156,P-367,5,145080000,725400000,483600000,NV107,CN DN,,,,
7/21/2024,"7,00",ĐH3437417,KH-0425,P-492,9,16635000,149715000,99810000,NV183,CN DN,,,,
7/21/2024,"7,00",ĐH8216175,KH-0543,P-365,6,11640000,69840000,46560000,NV147,CN DN,,,,
7/21/2024,"7,00",ĐH7764539,KH-0421,P-681,5,1650000,8250000,5500000,NV126,CN DN,,,,
7/22/2024,"7,00",ĐH9297067,KH-0043,P-272,4,43200000,172800000,115200000,NV073,CN DN,,,,
7/22/2024,"7,00",ĐH3797451,KH-0430,P-731,2,4155000,8310000,5540000,NV118,CN DN,,,,
7/22/2024,"7,00",ĐH8501179,KH-0552,P-181,8,16275000,130200000,86800000,NV155,CN DN,,,,
7/22/2024,"7,00",ĐH7022248,KH-0125,P-789,8,2610000,20880000,13920000,NV123,CN DN,,,,
7/22/2024,"7,00",ĐH6332878,KH-0021,P-632,8,7290000,58320000,38880000,NV152,CN DN,,,,
7/22/2024,"7,00",ĐH4098204,KH-0170,P-084,6,34905000,209430000,139620000,NV063,CN DN,,,,
7/22/2024,"7,00",ĐH6364637,KH-0142,P-134,6,9105000,54630000,36420000,NV232,CN DN,,,,
7/23/2024,"7,00",ĐH9764973,KH-0134,P-332,1,1380000,1380000,920000,NV034,CN DN,,,,
7/23/2024,"7,00",ĐH6654292,KH-0076,P-275,4,1800000,7200000,4800000,NV033,CN DN,,,,
7/23/2024,"7,00",ĐH1869801,KH-0151,P-250,6,46350000,278100000,185400000,NV052,CN DN,,,,
7/23/2024,"7,00",ĐH3514444,KH-0283,P-744,9,5355000,48195000,32130000,NV124,CN DN,,,,
7/23/2024,"7,00",ĐH8779729,KH-0093,P-231,2,135000,270000,180000,NV116,CN DN,,,,
7/23/2024,"7,00",ĐH2091531,KH-0375,P-412,9,44175000,397575000,265050000,NV142,CN DN,,,,
7/23/2024,"7,00",ĐH7888340,KH-0783,P-182,3,4305000,12915000,8610000,NV044,CN DN,,,,
7/23/2024,"7,00",ĐH6082899,KH-0597,P-047,3,12705000,38115000,25410000,NV208,CN DN,,,,
7/24/2024,"7,00",ĐH5825717,KH-0583,P-195,5,21810000,109050000,72700000,NV048,CN DN,,,,
7/24/2024,"7,00",ĐH5975641,KH-0749,P-525,2,8715000,17430000,11620000,NV047,CN DN,,,,
7/24/2024,"7,00",ĐH1104283,KH-0525,P-159,1,342225000,342225000,228150000,NV071,CN DN,,,,
7/24/2024,"7,00",ĐH2352743,KH-0626,P-280,2,5205000,10410000,6940000,NV161,CN DN,,,,
7/24/2024,"7,00",ĐH9130748,KH-0373,P-698,4,99450000,397800000,265200000,NV124,CN DN,,,,
7/24/2024,"7,00",ĐH1279407,KH-0645,P-081,4,1290000,5160000,3440000,NV180,CN DN,,,,
7/24/2024,"7,00",ĐH5322433,KH-0032,P-011,9,15885000,142965000,95310000,NV078,CN DN,,,,
7/24/2024,"7,00",ĐH7516191,KH-0283,P-231,7,135000,945000,630000,NV022,CN DN,,,,
7/24/2024,"7,00",ĐH3981425,KH-0411,P-409,3,10365000,31095000,20730000,NV001,CN DN,,,,
7/24/2024,"7,00",ĐH8631751,KH-0158,P-112,4,169935000,679740000,453160000,NV063,CN DN,,,,
7/24/2024,"7,00",ĐH7083381,KH-0633,P-311,9,615000,5535000,3690000,NV138,CN DN,,,,
7/25/2024,"7,00",ĐH1022657,KH-0049,P-442,1,1905000,1905000,1270000,NV194,CN DN,,,,
7/25/2024,"7,00",ĐH6951251,KH-0786,P-112,7,169935000,1189545000,793030000,NV083,CN DN,,,,
7/25/2024,"7,00",ĐH9632092,KH-0315,P-646,6,150000,900000,600000,NV244,CN DN,,,,
7/25/2024,"7,00",ĐH7297090,KH-0427,P-484,1,915000,915000,610000,NV200,CN DN,,,,
7/25/2024,"7,00",ĐH6031588,KH-0183,P-218,2,328995000,657990000,438660000,NV050,CN DN,,,,
7/25/2024,"7,00",ĐH8058296,KH-0533,P-587,2,1800000,3600000,2400000,NV169,CN DN,,,,
7/25/2024,"7,00",ĐH7224477,KH-0229,P-078,6,3570000,21420000,14280000,NV249,CN DN,,,,
7/25/2024,"7,00",ĐH4175682,KH-0540,P-174,7,18240000,127680000,85120000,NV119,CN DN,,,,
7/25/2024,"7,00",ĐH2416581,KH-0285,P-259,1,195000,195000,130000,NV158,CN DN,,,,
7/26/2024,"7,00",ĐH8758327,KH-0335,P-465,7,46950000,328650000,219100000,NV026,CN DN,,,,
7/26/2024,"7,00",ĐH5555150,KH-0519,P-396,4,1215000,4860000,3240000,NV023,CN DN,,,,
7/26/2024,"7,00",ĐH8478431,KH-0200,P-055,6,2010000,12060000,8040000,NV057,CN DN,,,,
7/26/2024,"7,00",ĐH4309072,KH-0756,P-562,9,735000,6615000,4410000,NV192,CN DN,,,,
7/26/2024,"7,00",ĐH7851223,KH-0758,P-008,3,8805000,26415000,17610000,NV221,CN DN,,,,
7/26/2024,"7,00",ĐH2440972,KH-0193,P-591,9,720000,6480000,4320000,NV135,CN DN,,,,
7/26/2024,"7,00",ĐH9911186,KH-0590,P-580,1,12105000,12105000,8070000,NV129,CN DN,,,,
7/26/2024,"7,00",ĐH2897840,KH-0246,P-776,4,2685000,10740000,7160000,NV167,CN DN,,,,
7/26/2024,"7,00",ĐH8367573,KH-0010,P-556,7,7410000,51870000,34580000,NV009,CN DN,,,,
7/27/2024,"7,00",ĐH1110994,KH-0775,P-191,9,3555000,31995000,21330000,NV201,CN DN,,,,
7/27/2024,"7,00",ĐH2785925,KH-0019,P-714,9,26280000,236520000,157680000,NV190,CN DN,,,,
7/27/2024,"7,00",ĐH5669996,KH-0775,P-244,10,45390000,453900000,302600000,NV197,CN DN,,,,
7/27/2024,"7,00",ĐH8712070,KH-0694,P-456,9,8160000,73440000,48960000,NV053,CN DN,,,,
7/27/2024,"7,00",ĐH1628536,KH-0380,P-532,7,585000,4095000,2730000,NV230,CN DN,,,,
7/27/2024,"7,00",ĐH5137657,KH-0307,P-470,10,34125000,341250000,227500000,NV005,CN DN,,,,
7/27/2024,"7,00",ĐH6504290,KH-0277,P-494,9,1050000,9450000,6300000,NV140,CN DN,,,,
7/27/2024,"7,00",ĐH8245560,KH-0499,P-206,4,780000,3120000,2080000,NV139,CN DN,,,,
7/27/2024,"7,00",ĐH7376717,KH-0220,P-635,2,930000,1860000,1240000,NV195,CN DN,,,,
7/27/2024,"7,00",ĐH9177031,KH-0387,P-787,6,5790000,34740000,23160000,NV046,CN DN,,,,
7/27/2024,"7,00",ĐH9601045,KH-0010,P-490,7,184275000,1289925000,859950000,NV137,CN DN,,,,
7/27/2024,"7,00",ĐH5141176,KH-0661,P-582,1,37080000,37080000,24720000,NV247,CN DN,,,,
7/27/2024,"7,00",ĐH5288771,KH-0050,P-007,3,8100000,24300000,16200000,NV184,CN DN,,,,
7/27/2024,"7,00",ĐH2457429,KH-0103,P-153,8,240405000,1923240000,1282160000,NV088,CN DN,,,,
7/27/2024,"7,00",ĐH8731333,KH-0025,P-169,4,8880000,35520000,23680000,NV001,CN DN,,,,
7/27/2024,"7,00",ĐH1160298,KH-0397,P-301,7,18090000,126630000,84420000,NV149,CN DN,,,,
7/27/2024,"7,00",ĐH8472241,KH-0525,P-026,9,2250000,20250000,13500000,NV225,CN DN,,,,
7/28/2024,"7,00",ĐH5785833,KH-0440,P-623,5,24870000,124350000,82900000,NV229,CN DN,,,,
7/28/2024,"7,00",ĐH4241756,KH-0366,P-084,3,34905000,104715000,69810000,NV002,CN DN,,,,
7/28/2024,"7,00",ĐH7634392,KH-0185,P-208,7,4095000,28665000,19110000,NV236,CN DN,,,,
7/28/2024,"7,00",ĐH6106283,KH-0623,P-789,6,2610000,15660000,10440000,NV210,CN DN,,,,
7/28/2024,"7,00",ĐH1618550,KH-0657,P-243,3,5505000,16515000,11010000,NV061,CN DN,,,,
7/28/2024,"7,00",ĐH9282720,KH-0151,P-674,3,180000,540000,360000,NV095,CN DN,,,,
7/28/2024,"7,00",ĐH2533295,KH-0442,P-612,5,7410000,37050000,24700000,NV219,CN DN,,,,
7/28/2024,"7,00",ĐH3733744,KH-0674,P-310,2,5520000,11040000,7360000,NV225,CN DN,,,,
7/28/2024,"7,00",ĐH1785660,KH-0399,P-015,9,3645000,32805000,21870000,NV051,CN DN,,,,
7/28/2024,"7,00",ĐH9662820,KH-0364,P-376,3,20160000,60480000,40320000,NV232,CN DN,,,,
7/28/2024,"7,00",ĐH5950866,KH-0248,P-778,6,900000,5400000,3600000,NV180,CN DN,,,,
7/28/2024,"7,00",ĐH3267293,KH-0281,P-710,6,2535000,15210000,10140000,NV216,CN DN,,,,
7/28/2024,"7,00",ĐH3826067,KH-0322,P-142,7,13545000,94815000,63210000,NV092,CN DN,,,,
7/28/2024,"7,00",ĐH3228783,KH-0145,P-191,1,3555000,3555000,2370000,NV213,CN DN,,,,
7/28/2024,"7,00",ĐH5310028,KH-0605,P-470,7,34125000,238875000,159250000,NV214,CN DN,,,,
7/28/2024,"7,00",ĐH4778483,KH-0111,P-343,5,4755000,23775000,15850000,NV142,CN DN,,,,
7/29/2024,"7,00",ĐH6684864,KH-0592,P-295,5,225000,1125000,750000,NV073,CN DN,,,,
7/29/2024,"7,00",ĐH2533860,KH-0086,P-143,10,20550000,205500000,137000000,NV136,CN DN,,,,
7/29/2024,"7,00",ĐH2812194,KH-0256,P-710,3,2535000,7605000,5070000,NV138,CN DN,,,,
7/29/2024,"7,00",ĐH1326608,KH-0403,P-320,9,23895000,215055000,143370000,NV239,CN DN,,,,
7/29/2024,"7,00",ĐH4719320,KH-0345,P-488,3,213885000,641655000,427770000,NV103,CN DN,,,,
7/30/2024,"7,00",ĐH6510191,KH-0212,P-269,1,660000,660000,440000,NV082,CN DN,,,,
7/30/2024,"7,00",ĐH5446765,KH-0537,P-006,8,6870000,54960000,36640000,NV249,CN DN,,,,
7/30/2024,"7,00",ĐH2032954,KH-0588,P-784,4,480000,1920000,1280000,NV155,CN DN,,,,
7/30/2024,"7,00",ĐH6712839,KH-0292,P-184,7,3270000,22890000,15260000,NV125,CN DN,,,,
7/30/2024,"7,00",ĐH3276782,KH-0247,P-297,6,55440000,332640000,221760000,NV186,CN DN,,,,
7/30/2024,"7,00",ĐH5668346,KH-0173,P-140,5,12600000,63000000,42000000,NV147,CN DN,,,,
7/30/2024,"7,00",ĐH1334424,KH-0508,P-471,7,1845000,12915000,8610000,NV103,CN DN,,,,
7/30/2024,"7,00",ĐH1465416,KH-0175,P-382,7,10635000,74445000,49630000,NV242,CN DN,,,,
7/30/2024,"7,00",ĐH1452153,KH-0395,P-349,5,24780000,123900000,82600000,NV025,CN DN,,,,
7/30/2024,"7,00",ĐH6496283,KH-0404,P-572,9,24315000,218835000,145890000,NV060,CN DN,,,,
7/30/2024,"7,00",ĐH6006081,KH-0622,P-099,4,14550000,58200000,38800000,NV110,CN DN,,,,
7/30/2024,"7,00",ĐH7152874,KH-0540,P-208,8,4095000,32760000,21840000,NV210,CN DN,,,,
7/31/2024,"7,00",ĐH4044455,KH-0133,P-433,7,30345000,212415000,141610000,NV022,CN DN,,,,
7/31/2024,"7,00",ĐH9976002,KH-0394,P-644,5,12600000,63000000,42000000,NV103,CN DN,,,,
7/31/2024,"7,00",ĐH2359247,KH-0234,P-137,10,11850000,118500000,79000000,NV227,CN DN,,,,
7/31/2024,"7,00",ĐH2852681,KH-0474,P-554,7,6120000,42840000,28560000,NV043,CN DN,,,,
7/31/2024,"7,00",ĐH9520988,KH-0468,P-417,8,62565000,500520000,333680000,NV170,CN DN,,,,
7/31/2024,"7,00",ĐH1335573,KH-0357,P-560,5,1470000,7350000,4900000,NV142,CN DN,,,,
7/31/2024,"7,00",ĐH4882472,KH-0621,P-762,8,3660000,29280000,19520000,NV185,CN DN,,,,
7/31/2024,"7,00",ĐH8349051,KH-0680,P-109,5,12240000,61200000,40800000,NV211,CN DN,,,,
8/1/2024,"8,00",ĐH8429524,KH-0091,P-005,3,5550000,16650000,11100000,NV101,CN DN,,,,
8/1/2024,"8,00",ĐH9412012,KH-0248,P-048,3,13845000,41535000,27690000,NV249,CN DN,,,,
8/1/2024,"8,00",ĐH7115947,KH-0508,P-248,1,705000,705000,470000,NV199,CN DN,,,,
8/1/2024,"8,00",ĐH2826860,KH-0318,P-655,6,195000,1170000,780000,NV126,CN DN,,,,
8/1/2024,"8,00",ĐH1918787,KH-0599,P-248,6,705000,4230000,2820000,NV220,CN DN,,,,
8/1/2024,"8,00",ĐH4656731,KH-0363,P-358,7,13500000,94500000,63000000,NV169,CN DN,,,,
8/1/2024,"8,00",ĐH2640889,KH-0046,P-398,7,555000,3885000,2590000,NV134,CN DN,,,,
8/2/2024,"8,00",ĐH2661742,KH-0714,P-449,6,3105000,18630000,12420000,NV063,CN DN,,,,
8/2/2024,"8,00",ĐH4859491,KH-0638,P-654,8,120000,960000,640000,NV202,CN DN,,,,
8/2/2024,"8,00",ĐH5159198,KH-0123,P-549,2,7080000,14160000,9440000,NV150,CN DN,,,,
8/2/2024,"8,00",ĐH9336258,KH-0407,P-029,6,5385000,32310000,21540000,NV201,CN DN,,,,
8/2/2024,"8,00",ĐH1147455,KH-0113,P-097,2,3480000,6960000,4640000,NV218,CN DN,,,,
8/2/2024,"8,00",ĐH1736557,KH-0753,P-515,8,5610000,44880000,29920000,NV115,CN DN,,,,
8/2/2024,"8,00",ĐH5277146,KH-0518,P-678,2,285000,570000,380000,NV183,CN DN,,,,
8/2/2024,"8,00",ĐH5409186,KH-0177,P-283,9,118770000,1068930000,712620000,NV058,CN DN,,,,
8/2/2024,"8,00",ĐH2327163,KH-0761,P-546,5,240000,1200000,800000,NV174,CN DN,,,,
8/2/2024,"8,00",ĐH5502027,KH-0194,P-312,9,3030000,27270000,18180000,NV067,CN DN,,,,
8/2/2024,"8,00",ĐH5599552,KH-0374,P-752,5,2700000,13500000,9000000,NV045,CN DN,,,,
8/2/2024,"8,00",ĐH3299055,KH-0418,P-469,10,1905000,19050000,12700000,NV116,CN DN,,,,
8/3/2024,"8,00",ĐH3286168,KH-0077,P-742,8,645000,5160000,3440000,NV161,CN DN,,,,
8/3/2024,"8,00",ĐH3819008,KH-0011,P-267,2,2640000,5280000,3520000,NV084,CN DN,,,,
8/3/2024,"8,00",ĐH5261582,KH-0541,P-487,10,3870000,38700000,25800000,NV065,CN DN,,,,
8/3/2024,"8,00",ĐH8336946,KH-0605,P-036,5,3570000,17850000,11900000,NV206,CN DN,,,,
8/3/2024,"8,00",ĐH5190350,KH-0375,P-503,3,38550000,115650000,77100000,NV073,CN DN,,,,
8/3/2024,"8,00",ĐH7817152,KH-0638,P-789,4,2610000,10440000,6960000,NV158,CN DN,,,,
8/4/2024,"8,00",ĐH9271878,KH-0774,P-304,2,825000,1650000,1100000,NV066,CN DN,,,,
8/4/2024,"8,00",ĐH9053919,KH-0717,P-453,8,9885000,79080000,52720000,NV086,CN DN,,,,
8/4/2024,"8,00",ĐH3959607,KH-0757,P-547,7,315000,2205000,1470000,NV092,CN DN,,,,
8/4/2024,"8,00",ĐH1130565,KH-0322,P-638,5,5625000,28125000,18750000,NV127,CN DN,,,,
8/4/2024,"8,00",ĐH2101084,KH-0168,P-617,9,4110000,36990000,24660000,NV218,CN DN,,,,
8/4/2024,"8,00",ĐH3972993,KH-0436,P-311,5,615000,3075000,2050000,NV096,CN DN,,,,
8/4/2024,"8,00",ĐH1647023,KH-0754,P-548,9,17235000,155115000,103410000,NV083,CN DN,,,,
8/4/2024,"8,00",ĐH5019496,KH-0549,P-592,4,540000,2160000,1440000,NV003,CN DN,,,,
8/5/2024,"8,00",ĐH2073682,KH-0555,P-599,10,1170000,11700000,7800000,NV016,CN DN,,,,
8/5/2024,"8,00",ĐH7539240,KH-0038,P-659,6,299445000,1796670000,1197780000,NV104,CN DN,,,,
8/5/2024,"8,00",ĐH6443785,KH-0783,P-561,6,8460000,50760000,33840000,NV198,CN DN,,,,
8/5/2024,"8,00",ĐH4249756,KH-0022,P-138,10,47685000,476850000,317900000,NV184,CN DN,,,,
8/5/2024,"8,00",ĐH5488001,KH-0771,P-706,4,7440000,29760000,19840000,NV233,CN DN,,,,
8/5/2024,"8,00",ĐH1269273,KH-0383,P-614,9,14940000,134460000,89640000,NV025,CN DN,,,,
8/5/2024,"8,00",ĐH2031786,KH-0125,P-362,1,4935000,4935000,3290000,NV034,CN DN,,,,
8/5/2024,"8,00",ĐH2952024,KH-0261,P-569,5,510000,2550000,1700000,NV090,CN DN,,,,
8/6/2024,"8,00",ĐH5516052,KH-0668,P-742,9,645000,5805000,3870000,NV151,CN DN,,,,
8/6/2024,"8,00",ĐH1930238,KH-0740,P-777,1,2550000,2550000,1700000,NV048,CN DN,,,,
8/6/2024,"8,00",ĐH1396161,KH-0238,P-284,1,30825000,30825000,20550000,NV217,CN DN,,,,
8/6/2024,"8,00",ĐH9536357,KH-0400,P-268,5,24270000,121350000,80900000,NV238,CN DN,,,,
8/6/2024,"8,00",ĐH1453930,KH-0078,P-101,7,540000,3780000,2520000,NV074,CN DN,,,,
8/6/2024,"8,00",ĐH3400395,KH-0617,P-721,2,315000,630000,420000,NV064,CN DN,,,,
8/6/2024,"8,00",ĐH5604024,KH-0434,P-152,10,250095000,2500950000,1667300000,NV207,CN DN,,,,
8/6/2024,"8,00",ĐH1228739,KH-0677,P-483,10,2145000,21450000,14300000,NV031,CN DN,,,,
8/6/2024,"8,00",ĐH7158126,KH-0689,P-273,1,5580000,5580000,3720000,NV085,CN DN,,,,
8/6/2024,"8,00",ĐH9894550,KH-0636,P-178,5,47445000,237225000,158150000,NV210,CN DN,,,,
8/6/2024,"8,00",ĐH2754295,KH-0150,P-143,3,20550000,61650000,41100000,NV159,CN DN,,,,
8/6/2024,"8,00",ĐH9923656,KH-0764,P-710,9,2535000,22815000,15210000,NV245,CN DN,,,,
8/7/2024,"8,00",ĐH2456014,KH-0011,P-645,2,5625000,11250000,7500000,NV105,CN DN,,,,
8/7/2024,"8,00",ĐH1604447,KH-0354,P-653,4,3105000,12420000,8280000,NV019,CN DN,,,,
8/7/2024,"8,00",ĐH4581558,KH-0249,P-314,2,2895000,5790000,3860000,NV109,CN DN,,,,
8/7/2024,"8,00",ĐH6316459,KH-0049,P-644,10,12600000,126000000,84000000,NV030,CN DN,,,,
8/7/2024,"8,00",ĐH4683727,KH-0657,P-099,8,14550000,116400000,77600000,NV090,CN DN,,,,
8/8/2024,"8,00",ĐH4706834,KH-0508,P-678,5,285000,1425000,950000,NV194,CN DN,,,,
8/8/2024,"8,00",ĐH9734823,KH-0005,P-600,3,3045000,9135000,6090000,NV164,CN DN,,,,
8/8/2024,"8,00",ĐH2783720,KH-0464,P-380,7,240000,1680000,1120000,NV161,CN DN,,,,
8/9/2024,"8,00",ĐH8598098,KH-0410,P-292,2,1590000,3180000,2120000,NV116,CN DN,,,,
8/9/2024,"8,00",ĐH7093062,KH-0780,P-730,4,4635000,18540000,12360000,NV057,CN DN,,,,
8/9/2024,"8,00",ĐH6205385,KH-0743,P-444,4,61770000,247080000,164720000,NV217,CN DN,,,,
8/9/2024,"8,00",ĐH4869344,KH-0722,P-044,6,4170000,25020000,16680000,NV005,CN DN,,,,
8/9/2024,"8,00",ĐH1855919,KH-0665,P-411,9,14250000,128250000,85500000,NV032,CN DN,,,,
8/9/2024,"8,00",ĐH8897598,KH-0652,P-165,6,12180000,73080000,48720000,NV016,CN DN,,,,
8/9/2024,"8,00",ĐH6330120,KH-0184,P-211,4,11610000,46440000,30960000,NV084,CN DN,,,,
8/9/2024,"8,00",ĐH9663758,KH-0265,P-747,4,1905000,7620000,5080000,NV138,CN DN,,,,
8/10/2024,"8,00",ĐH1758436,KH-0631,P-470,4,34125000,136500000,91000000,NV045,CN DN,,,,
8/10/2024,"8,00",ĐH7238415,KH-0290,P-607,7,4005000,28035000,18690000,NV153,CN DN,,,,
8/10/2024,"8,00",ĐH7404604,KH-0173,P-603,8,3840000,30720000,20480000,NV228,CN DN,,,,
8/10/2024,"8,00",ĐH4139057,KH-0565,P-474,2,3705000,7410000,4940000,NV088,CN DN,,,,
8/10/2024,"8,00",ĐH2426848,KH-0490,P-322,5,6210000,31050000,20700000,NV022,CN DN,,,,
8/10/2024,"8,00",ĐH9096233,KH-0040,P-244,5,45390000,226950000,151300000,NV194,CN DN,,,,
8/10/2024,"8,00",ĐH2432028,KH-0410,P-042,2,4275000,8550000,5700000,NV016,CN DN,,,,
8/10/2024,"8,00",ĐH3311664,KH-0504,P-347,2,39420000,78840000,52560000,NV006,CN DN,,,,
8/10/2024,"8,00",ĐH6964478,KH-0451,P-287,1,13185000,13185000,8790000,NV131,CN DN,,,,
8/10/2024,"8,00",ĐH2300994,KH-0082,P-076,10,690000,6900000,4600000,NV208,CN DN,,,,
8/10/2024,"8,00",ĐH2915079,KH-0291,P-042,9,4275000,38475000,25650000,NV020,CN DN,,,,
8/10/2024,"8,00",ĐH7240815,KH-0262,P-256,3,13575000,40725000,27150000,NV237,CN DN,,,,
8/10/2024,"8,00",ĐH4191304,KH-0159,P-612,8,7410000,59280000,39520000,NV026,CN DN,,,,
8/11/2024,"8,00",ĐH5961447,KH-0274,P-283,6,118770000,712620000,475080000,NV123,CN DN,,,,
8/11/2024,"8,00",ĐH6386876,KH-0017,P-362,2,4935000,9870000,6580000,NV193,CN DN,,,,
8/11/2024,"8,00",ĐH2086141,KH-0123,P-458,8,17685000,141480000,94320000,NV074,CN DN,,,,
8/11/2024,"8,00",ĐH6616569,KH-0100,P-641,10,1395000,13950000,9300000,NV036,CN DN,,,,
8/11/2024,"8,00",ĐH2182253,KH-0347,P-073,2,9795000,19590000,13060000,NV190,CN DN,,,,
8/11/2024,"8,00",ĐH9069678,KH-0568,P-236,3,2250000,6750000,4500000,NV136,CN DN,,,,
8/11/2024,"8,00",ĐH4922247,KH-0289,P-143,9,20550000,184950000,123300000,NV208,CN DN,,,,
8/11/2024,"8,00",ĐH4764118,KH-0431,P-578,9,11925000,107325000,71550000,NV225,CN DN,,,,
8/11/2024,"8,00",ĐH4473114,KH-0617,P-378,6,855000,5130000,3420000,NV072,CN DN,,,,
8/11/2024,"8,00",ĐH8013248,KH-0057,P-292,5,1590000,7950000,5300000,NV004,CN DN,,,,
8/11/2024,"8,00",ĐH4692277,KH-0714,P-151,5,684450000,3422250000,2281500000,NV038,CN DN,,,,
8/11/2024,"8,00",ĐH9682788,KH-0368,P-751,9,30000,270000,180000,NV043,CN DN,,,,
8/11/2024,"8,00",ĐH5422056,KH-0058,P-736,1,345000,345000,230000,NV123,CN DN,,,,
8/12/2024,"8,00",ĐH7172169,KH-0147,P-125,10,6660000,66600000,44400000,NV231,CN DN,,,,
8/12/2024,"8,00",ĐH7151980,KH-0775,P-568,5,61110000,305550000,203700000,NV051,CN DN,,,,
8/12/2024,"8,00",ĐH4786132,KH-0213,P-111,1,18015000,18015000,12010000,NV012,CN DN,,,,
8/12/2024,"8,00",ĐH3228665,KH-0351,P-752,1,2700000,2700000,1800000,NV090,CN DN,,,,
8/12/2024,"8,00",ĐH7318760,KH-0321,P-060,8,1185000,9480000,6320000,NV178,CN DN,,,,
8/12/2024,"8,00",ĐH5628484,KH-0498,P-194,9,675000,6075000,4050000,NV206,CN DN,,,,
8/12/2024,"8,00",ĐH3614596,KH-0253,P-652,8,120000,960000,640000,NV042,CN DN,,,,
